ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,StartDate,EndDate,IsSoleOwner,Location,PropertyDescription,PropertyOwnerDetails,RegistrableRentalIncome,RentalIncomeDetails,RentalIncomeStartDate,RentalIncomeEndDate,NumberOfProperties,IsLand,IsAnyRentalIncomePaidToAnotherPerson,Country,LandUse,PropertyType,Link,Updated_2,Updated_3
2900,Property in Languedoc,,2016-07-25,2024-01-01,,Land and property (within or outside the UK),4092,Stephen Metcalfe,,,False,Languedoc,holiday home,One-third share,False,,,,1,False,False,France,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2900,,
2966,"Property in Herefordshire, near to my home",,2013-07-04,2024-01-01,,Land and property (within or outside the UK),1428,Sir Bill Wiggin,,,True,"Herefordshire, near to my home",,,False,,,,,True,False,United Kingdom,Agricultural,,https://interests-api.parliament.uk/api/v1/Interests/2966,,
2975,"Property in Knutsford, Cheshire",,2010-05-31,2024-01-01,2021-10-29,Land and property (within or outside the UK),3958,Fiona Bruce,,,False,"Knutsford, Cheshire",property,owned jointly with my husband,True,,,,1,False,False,United Kingdom,,Commercial,https://interests-api.parliament.uk/api/v1/Interests/2975,,
2617,Agricultural in Norfolk,,,2024-01-01,2021-11-17,Land and property (within or outside the UK),249,Sir Geoffrey Clifton-Brown,,,False,Norfolk,"A single agricultural holding in Norfolk owned before becoming a Member of Parliament in 1992, and part of a family partnership (East Beckham) used for arable farming and tourism",part of a family partnership,True,,,,,True,False,United Kingdom,Agricultural,,https://interests-api.parliament.uk/api/v1/Interests/2617,,
2814,Residential in London,,2012-04-10,2024-01-01,2023-11-27,Land and property (within or outside the UK),1562,Sir Robert Goodwill,,2023-09-01,False,London,flat,"Administered by R W Goodwill, Property Division",True,,,2023-09-01,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2814,,
2882,Business in Medway,,2015-05-12,2024-01-01,2023-03-21,Land and property (within or outside the UK),4529,Lord Mackinlay of Richborough,,2023-03-31,False,Medway,premises,owned by Sha Tin Consulting Ltd (See my entry under Category 7).,False,,,,1,False,False,United Kingdom,,Business,https://interests-api.parliament.uk/api/v1/Interests/2882,2023-05-18,
2974,"Property in Warrington, Cheshire",,2015-05-01,2024-01-01,2018-07-02,Land and property (within or outside the UK),3958,Fiona Bruce,,,False,"Warrington, Cheshire",properties,owned jointly with my husband,True,,,,5,False,False,United Kingdom,,Commercial,https://interests-api.parliament.uk/api/v1/Interests/2974,2021-10-29,
2845,Property in Durham,,2020-01-09,2024-01-01,,Land and property (within or outside the UK),4830,Paul Howell,,,True,Durham,houses,,True,,,,4,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2845,,
2842,Property in Devon,,2021-01-25,2024-01-01,2021-04-12,Land and property (within or outside the UK),1522,Adam Holloway,2010-01-01,,False,Devon,,A share,False,,,,,True,False,United Kingdom,Agricultural,,https://interests-api.parliament.uk/api/v1/Interests/2842,,
2833,Property in London,,,2024-01-01,,Land and property (within or outside the UK),1524,Dame Meg Hillier,,,True,London,property,,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2833,,
2880,Residential in Swale,,2015-05-12,2024-01-01,,Land and property (within or outside the UK),4529,Lord Mackinlay of Richborough,,,True,Swale,House,,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2880,,
4285,Property in South West London,,2023-12-08,2024-01-01,,Land and property (within or outside the UK),1539,Mr Ben Wallace,2023-11-15,,True,South West London,flat,,True,,2023-11-15,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/4285,,
2834,Residential in Hampshire,,2019-03-07,2024-01-01,,Land and property (within or outside the UK),3969,Damian Hinds,2019-01-01,,True,Hampshire,annex to residential property,,True,,2019-01-01,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2834,,
2907,Commercial in North Yorkshire,,2015-06-02,2024-01-01,,Land and property (within or outside the UK),4358,Wendy Morton,,,False,North Yorkshire,small industrial units on a business park,Owned by DM Electronics Ltd,False,,,,2,False,False,United Kingdom,,Commercial,https://interests-api.parliament.uk/api/v1/Interests/2907,,
2393,Residential in London,,2021-07-16,2023-12-24,2023-10-25,Land and property (within or outside the UK),4918,Sarah Green,,2023-09-22,False,London,part-buy flat,A share,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2393,,
2424,Property in Haut Savoie,,2017-06-28,2023-12-24,,Land and property (within or outside the UK),4680,Gillian Keegan,,,False,Haut Savoie,family holiday home,Jointly owned with my husband,False,,,,1,False,False,France,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2424,,
2427,Property in Kent,,2021-01-25,2023-12-24,2021-04-12,Land and property (within or outside the UK),1522,Adam Holloway,2017-05-01,,True,Kent,,,True,,2017-05-01,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2427,,
2238,Property in County Durham,,2020-01-09,2023-12-24,,Land and property (within or outside the UK),4830,Paul Howell,,,True,County Durham,flats,,True,,,,2,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2238,,
2241,Property in Unspecified,,2022-04-28,2023-12-24,,Land and property (within or outside the UK),4830,Paul Howell,2022-03-28,,True,Unspecified,apartment,,True,,2022-03-28,,1,False,False,Spain,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2241,,
2400,Residential in Norwich,,2019-07-23,2023-12-24,,Land and property (within or outside the UK),4500,Clive Lewis,2018-10-31,,False,Norwich,house,Half share,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2400,,
2413,Residential in Dorset,,2017-07-05,2023-12-24,,Land and property (within or outside the UK),4617,Matt Western,,,False,Dorset,house,Owned jointly with a family member,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2413,,
2206,Residential in London,,2012-10-08,2023-12-24,,Land and property (within or outside the UK),39,Sir John Whittingdale,,,True,London,flat,,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2206,,
2198,Residential in Harrow,,2014-06-27,2023-12-24,,Land and property (within or outside the UK),177,Gareth Thomas,,,True,Harrow,house,,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2198,,
2201,Property in Bradford,,2015-05-21,2023-12-24,,Land and property (within or outside the UK),4447,Maggie Throup,,,True,Bradford,house,,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2201,,
2217,Residential in Welwyn Garden City,,,2023-12-24,,Land and property (within or outside the UK),4005,Bob Blackman,,,False,Welwyn Garden City,buy-to-let properties,Owned jointly with my wife,True,,,,6,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2217,,
2220,Property in St Austell,,2018-05-17,2023-12-24,2022-08-12,Land and property (within or outside the UK),4452,Steve Double,2018-05-10,,False,St Austell,flat,Co-owned with my wife,True,,2022-08-01,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2220,,
2248,Residential in Cumbria,,2022-01-07,2023-12-24,,Land and property (within or outside the UK),4934,Helen Morgan,,,False,Cumbria,house,Owned jointly with my husband,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2248,,
2387,Property in Dorset,,2015-05-01,2023-12-24,2015-06-05,Land and property (within or outside the UK),4132,Richard Drax,,,True,Dorset,retail,,True,,,,2,False,False,United Kingdom,,Commercial,https://interests-api.parliament.uk/api/v1/Interests/2387,2020-12-11,
2177,Property in London,,2021-12-16,2023-12-24,,Land and property (within or outside the UK),4808,Ruth Edwards,,,True,London,flat,,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2177,,
2179,Residential in Belfast,,2020-01-07,2023-12-24,,Land and property (within or outside the UK),4823,John Finucane,,,True,Belfast,house,,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2179,,
2406,Property in East Sussex,,2015-06-03,2023-12-24,,Land and property (within or outside the UK),4442,Huw Merriman,,,True,East Sussex,,,False,,,,,True,False,United Kingdom,Agricultural,,https://interests-api.parliament.uk/api/v1/Interests/2406,,
2409,Property in Edinburgh,,2022-09-30,2023-12-24,,Land and property (within or outside the UK),4738,Alyn Smith,2022-05-13,,False,Edinburgh,house,Co-owned with and occupied by family members,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2409,,
2410,Residential in Essonne,,2015-06-04,2023-12-24,,Land and property (within or outside the UK),4462,Tom Tugendhat,,,False,Essonne,flats,Owned jointly with three family members,False,,,,4,False,False,France,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2410,,
2257,"Residential in Guildford, Surrey",,,2023-12-24,2015-05-15,Land and property (within or outside the UK),1536,Emily Thornberry,,,False,"Guildford, Surrey",flat,Jointly owned with my family,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2257,,
2391,Residential in Warwickshire,,2020-01-09,2023-12-24,,Land and property (within or outside the UK),3912,Richard Fuller,,,False,Warwickshire,houses,Part ownership,False,,,,2,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2391,,
2219,Residential in London,,2020-09-28,2023-12-24,2021-02-16,Land and property (within or outside the UK),4806,Claire Coutinho,2020-08-24,,True,London,flat,,True,,2021-02-16,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2219,,
2169,Property in Cardiff,,2015-05-01,2023-12-24,,Land and property (within or outside the UK),4086,Alun Cairns,,,True,Cardiff,,,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2169,,
2185,Residential in Brentford,,2011-12-22,2023-12-24,,Land and property (within or outside the UK),4253,Seema Malhotra,,,True,Brentford,,,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2185,,
2407,Property in Camberley,,2015-06-03,2023-12-24,,Land and property (within or outside the UK),1453,Andrew Selous,,,False,Camberley,flat,Half share,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2407,,
2189,Residential in Edinburgh,,2019-10-18,2023-12-24,,Land and property (within or outside the UK),3966,Ian Murray,2019-09-01,,True,Edinburgh,flat,,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2189,,
2190,Property in London,,2020-01-09,2023-12-24,,Land and property (within or outside the UK),4415,John Nicolson,,,True,London,house,,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2190,,
2208,Residential in London,,2021-08-09,2023-12-24,,Land and property (within or outside the UK),4822,Feryal Clark,2020-11-28,,True,London,,,True,,2020-11-28,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2208,,
2211,Property in Cheshire,,2020-01-08,2023-12-24,,Land and property (within or outside the UK),4855,Sarah Atherton,,,True,Cheshire,house,,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2211,,
2226,Property in South west,,2015-05-01,2023-12-24,2015-06-07,Land and property (within or outside the UK),4004,Mike Freer,,,False,South west,house,Owned jointly with my husband,True,,,,1,False,False,France,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2226,2020-01-27,
2228,Residential in New York,,2020-01-09,2023-12-24,,Land and property (within or outside the UK),3912,Richard Fuller,,,True,New York,flat,,True,,,,1,False,False,United States,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2228,,
2376,Property in South Lanarkshire,,2015-06-05,2023-12-24,2019-02-14,Land and property (within or outside the UK),4412,Dr Lisa Cameron,,,True,South Lanarkshire,,,True,,2019-11-28,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2376,2020-02-28,
2377,Property in Edinburgh,,2015-06-05,2023-12-24,2019-02-14,Land and property (within or outside the UK),4412,Dr Lisa Cameron,,,True,Edinburgh,,,True,,2021-08-19,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2377,2021-09-16,
2390,Property in London,,2015-06-05,2023-12-24,2016-08-08,Land and property (within or outside the UK),4517,Lucy Frazer,,,True,London,house,,True,,2016-08-08,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2390,,
2394,Residential in Oxfordshire,,2015-05-21,2023-12-24,2018-01-08,Land and property (within or outside the UK),4494,Simon Hoare,,,False,Oxfordshire,house,Owned jointly with my wife,True,,2015-09-01,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2394,,
2422,Residential in Suffolk,,2020-01-07,2023-12-24,,Land and property (within or outside the UK),4739,Jerome Mayhew,,,False,Suffolk,house,Owned jointly with my spouse,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2422,,
2426,Property in Nueva Andalucia,,2017-06-28,2023-12-24,,Land and property (within or outside the UK),4680,Gillian Keegan,,,False,Nueva Andalucia,house,Jointly owned with my husband,False,,,,1,False,False,Spain,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2426,,
2423,Property in Lincolnshire,,2020-01-10,2023-12-24,,Land and property (within or outside the UK),4028,Karl McCartney,,,False,Lincolnshire,holiday home,Owned jointly with my wife,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2423,,
2240,Property in Darlington,,2020-01-09,2023-12-24,,Land and property (within or outside the UK),4830,Paul Howell,,,True,Darlington,houses,,True,,,,9,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2240,,
2415,Property in Devon,,2012-11-07,2023-12-24,,Land and property (within or outside the UK),62,Lord Whitehead,,,True,Devon,holiday cottage,,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2415,,
2199,Property in Midlothian,,2020-01-09,2023-12-24,,Land and property (within or outside the UK),4482,Owen Thompson,,,True,Midlothian,flat,,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2199,,
2202,Property in Solihull,,2015-05-21,2023-12-24,,Land and property (within or outside the UK),4447,Maggie Throup,,,True,Solihull,house,,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2202,,
2218,Property in Hampshire,,2015-05-01,2023-12-24,,Land and property (within or outside the UK),4098,Baroness Coffey,,,False,Hampshire,house,Co-owned with mother,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2218,,
2221,Property in London,,2020-07-24,2023-12-24,,Land and property (within or outside the UK),1559,Sir James Duddridge,2020-07-01,,False,London,,Jointly owned with my wife,True,,2020-07-01,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2221,,
