ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,StartDate,EndDate,IsSoleOwner,Location,PropertyDescription,PropertyOwnerDetails,RegistrableRentalIncome,RentalIncomeDetails,RentalIncomeStartDate,RentalIncomeEndDate,NumberOfProperties,IsLand,IsAnyRentalIncomePaidToAnotherPerson,Country,LandUse,PropertyType,Link,Updated_2,Updated_3
5741,Property in Co Cork,,2024-05-14,2024-05-16,,Land and property (within or outside the UK),4739,Jerome Mayhew,2024-04-29,,True,Co Cork,house,,True,,,,1,False,False,Ireland,,Residential,https://interests-api.parliament.uk/api/v1/Interests/5741,,
5625,Property in Wiltshire,,2015-09-03,2024-05-07,2024-04-30,Land and property (within or outside the UK),261,James Gray,,2023-11-01,True,Wiltshire,,,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/5625,,
5460,Property in Nottingham,,2024-04-24,2024-04-24,,Land and property (within or outside the UK),4055,Sir Mark Spencer,2024-03-25,,False,Nottingham,House,Co-owned with my Wife,True,,2024-04-22,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/5460,,
2254,Property in Bridgend County Borough,,2018-01-18,2024-04-15,2024-04-15,Land and property (within or outside the UK),4525,Christina Rees,2017-12-08,2024-03-18,True,Bridgend County Borough,,,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2254,,
5052,Property in unspecified,,2024-03-28,2024-04-03,,Land and property (within or outside the UK),609,George Galloway,2024-03-01,,True,unspecified,House,,False,,,,1,False,False,Portugal,,Residential,https://interests-api.parliament.uk/api/v1/Interests/5052,,
5051,Residential in Southend on Sea,,2023-12-19,2024-03-18,2024-01-11,Land and property (within or outside the UK),4981,Ashley Dalton,2023-10-03,,False,Southend on Sea,,Owned jointly with my wife.,True,,2023-12-01,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/5051,,
3798,Residential in London,,2024-03-04,2024-03-14,,Land and property (within or outside the UK),4518,Tulip Siddiq,2022-12-01,,False,London,Flat,Owned with my husband.,True,The rent is being paid to my husband.,2022-12-01,,1,False,True,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/3798,,
2784,Property in Southend,,2022-02-25,2024-01-01,2023-04-04,Land and property (within or outside the UK),4936,Anna Firth,,,False,Southend,house,"Joint owner, property held in trust",True,Paid to an older family member,,,1,False,True,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2784,,
2973,"Property in Warrington, Cheshire",,2015-05-01,2024-01-01,2013-11-11,Land and property (within or outside the UK),3958,Fiona Bruce,,,False,"Warrington, Cheshire",properties,owned jointly with my husband,True,,,,2,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2973,2016-02-16,2021-10-29
2977,Property in Warrington,,2021-03-15,2024-01-01,2021-03-16,Land and property (within or outside the UK),3958,Fiona Bruce,2021-02-26,,False,Warrington,property,"with my husband, a part interest",True,,2021-02-26,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2977,2021-10-29,
2816,Residential in Surrey,,2021-08-26,2024-01-01,,Land and property (within or outside the UK),4018,Helen Grant,2020-12-03,,False,Surrey,property,owned jointly with my husband,True,,2020-12-03,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2816,,
2825,Other in Camarthenshire,,,2024-01-01,,Land and property (within or outside the UK),1541,Dame Nia Griffith,,,True,Camarthenshire,smallholding,,False,,,,,True,False,United Kingdom,Other,,https://interests-api.parliament.uk/api/v1/Interests/2825,,
2870,Residential in Dundee,,2015-05-26,2024-01-01,,Land and property (within or outside the UK),4403,Chris Law,,,True,Dundee,flat,,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2870,,
2920,Property in Somerset,,2015-06-02,2024-01-01,,Land and property (within or outside the UK),4522,Rebecca Pow,,,False,Somerset,building,I own a 10 per cent share,True,,,,1,False,False,United Kingdom,,Commercial,https://interests-api.parliament.uk/api/v1/Interests/2920,,
2922,Residential in London,,2015-09-04,2024-01-01,,Land and property (within or outside the UK),4263,Lucy Powell,2015-06-01,,True,London,a room in my London flat,,True,,2015-06-01,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2922,,
2946,Residential in London,,,2024-01-01,2015-05-20,Land and property (within or outside the UK),55,Sir Desmond Swayne,,,False,London,flat,owned jointly with my wife,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2946,,
2576,"Property in Halesworth, Suffolk",,2015-05-01,2024-01-01,,Land and property (within or outside the UK),4069,Peter Aldous,,,False,"Halesworth, Suffolk",Farm,I am a partner,True,,,,,True,False,United Kingdom,Agricultural,,https://interests-api.parliament.uk/api/v1/Interests/2576,,
2754,Residential in London,,2019-01-15,2024-01-01,2019-04-04,Land and property (within or outside the UK),1508,Sir Geoffrey Cox,2017-11-01,,False,London,property,Joint ownership,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2754,,
2978,Property in Yorkshire,,2020-12-11,2024-01-01,2021-04-23,Land and property (within or outside the UK),4132,Richard Drax,2019-04-08,,True,Yorkshire,,,True,,2021-04-23,,,True,False,United Kingdom,Agricultural,,https://interests-api.parliament.uk/api/v1/Interests/2978,,
2902,Property in Comhairle nan Eilean Siar,,2019-12-19,2024-01-01,,Land and property (within or outside the UK),4443,Carol Monaghan,2019-11-18,,False,Comhairle nan Eilean Siar,house,owned jointly with my spouse,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2902,,
2588,Other in Essex,,,2024-01-01,2014-11-24,Land and property (within or outside the UK),413,Hilary Benn,,,False,Essex,House and small nature reserve,Part-owner,False,,,,1,False,False,United Kingdom,,Other,https://interests-api.parliament.uk/api/v1/Interests/2588,,
2778,Property in Surrey,,2015-05-01,2024-01-01,,Land and property (within or outside the UK),1542,Philip Dunne,,,False,Surrey,,An interest,True,,,,,True,False,United Kingdom,,,https://interests-api.parliament.uk/api/v1/Interests/2778,,
2779,Property in London,,2015-05-01,2024-01-01,,Land and property (within or outside the UK),1542,Philip Dunne,,,True,London,flat,,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2779,,
2854,Property in Dumfries and Galloway,,2017-06-29,2024-01-01,,Land and property (within or outside the UK),4619,Lord Jack of Courance,,,True,Dumfries and Galloway,cottages,,True,,,,2,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2854,,
2855,Property in Dumfries and Galloway,,2017-06-29,2024-01-01,,Land and property (within or outside the UK),4619,Lord Jack of Courance,,,True,Dumfries and Galloway,Salmon Fishery,,True,,,,,True,False,United Kingdom,Other,,https://interests-api.parliament.uk/api/v1/Interests/2855,,
2879,Commercial in Medway,,2015-05-12,2024-01-01,2023-03-16,Land and property (within or outside the UK),4529,Lord Mackinlay of Richborough,,2023-03-08,True,Medway,shop and flat,,True,,,,1,False,False,United Kingdom,,Commercial,https://interests-api.parliament.uk/api/v1/Interests/2879,,
2934,Agricultural in Ballygarvin,,2021-05-31,2024-01-01,2017-07-06,Land and property (within or outside the UK),4131,Jim Shannon,,,True,Ballygarvin,40 acres of land and farm,,False,,,,,True,False,United Kingdom,Agricultural,,https://interests-api.parliament.uk/api/v1/Interests/2934,,
2759,Property in Essex,,2020-01-10,2024-01-01,2022-02-25,Land and property (within or outside the UK),4816,Miss Sarah Dines,,,True,Essex,"Farmland and, as of 27 June 2021, a co-located farmhouse",,True,,,,,True,False,United Kingdom,Other,,https://interests-api.parliament.uk/api/v1/Interests/2759,,
2767,Property in London,,2020-01-10,2024-01-01,,Land and property (within or outside the UK),4816,Miss Sarah Dines,,,True,London,house,,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2767,,
2768,Property in Essex,,2020-01-10,2024-01-01,,Land and property (within or outside the UK),4816,Miss Sarah Dines,,,True,Essex,office accommodation,,True,,,,1,False,False,United Kingdom,,Commercial,https://interests-api.parliament.uk/api/v1/Interests/2768,,
2943,Property in Sherwood,,2015-05-01,2024-01-01,,Land and property (within or outside the UK),4055,Sir Mark Spencer,,,True,Sherwood,A farm (see category 1),,True,,,,1,False,False,United Kingdom,,Agricultural,https://interests-api.parliament.uk/api/v1/Interests/2943,,
2785,Property in Southend,,2022-02-25,2024-01-01,2023-04-04,Land and property (within or outside the UK),4936,Anna Firth,,,False,Southend,bungalow,Joint owner of property held in trust,True,Paid to an older family member,,,1,False,True,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2785,,
2976,"Property in Warrington, Cheshire",,2016-02-16,2024-01-01,,Land and property (within or outside the UK),3958,Fiona Bruce,2016-02-01,,False,"Warrington, Cheshire",property,owned jointly with my husband,True,,2016-02-01,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2976,,
2609,"Agricultural in Islay, Argyll",,2021-11-16,2024-01-01,,Land and property (within or outside the UK),1442,Mr Alistair Carmichael,2021-11-10,,True,"Islay, Argyll","Farmland including farm buildings and one house let as holiday accommodation, managed through Coillabus Farms",,True,income paid to my parents,2021-11-10,,,True,True,United Kingdom,Agricultural,,https://interests-api.parliament.uk/api/v1/Interests/2609,,
2813,Property in Teeside,,2015-05-01,2024-01-01,,Land and property (within or outside the UK),1562,Sir Robert Goodwill,,,False,Teeside,houses,"Administered by R W Goodwill, Property Division",True,,,,4,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2813,,
2868,Residential in London,,2022-11-28,2024-01-01,,Land and property (within or outside the UK),4858,Danny Kruger,2022-11-15,,False,London,house,owned by my wife but from which I receive a share of the rental income,True,,2022-11-15,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2868,,
2871,Residential in Aberdeen,,2015-05-26,2024-01-01,,Land and property (within or outside the UK),4403,Chris Law,,,False,Aberdeen,flat,owned by CMAL Ltd,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2871,,
2918,Property in Somerset,,2015-06-02,2024-01-01,,Land and property (within or outside the UK),4522,Rebecca Pow,,,False,Somerset,house,owned jointly with my sister,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2918,,
2921,Property in Somerset,,2023-06-06,2024-01-01,,Land and property (within or outside the UK),4522,Rebecca Pow,2023-05-31,,True,Somerset,property,,True,,2023-05-31,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2921,,
2947,Residential in London,,,2024-01-01,2015-05-20,Land and property (within or outside the UK),55,Sir Desmond Swayne,,,False,London,house,owned jointly with my wife,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2947,,
2589,Property in London,,2015-05-01,2024-01-01,,Land and property (within or outside the UK),103,Sir Paul Beresford,,,True,London,Private accommodation and surgery,,False,,,,1,False,False,United Kingdom,,Other,https://interests-api.parliament.uk/api/v1/Interests/2589,,
2789,Property in South Yorkshire,,2020-01-09,2024-01-01,,Land and property (within or outside the UK),4832,Nick Fletcher,,,False,South Yorkshire,flats,"held by the partnership G & N Properties, jointly with my spouse",True,,,,2,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2789,,
2590,Property in Anglesey,,2015-05-01,2024-01-01,2017-04-11,Land and property (within or outside the UK),4060,Sir Jake Berry,,,False,Anglesey,house,A share of,True,,2017-04-01,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2590,2019-02-20,
2802,Residential in no location provided,,,2024-01-01,,Land and property (within or outside the UK),87,Sir Roger Gale,,,True,no location provided,barn conversion,,False,,,,1,False,False,France,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2802,,
2812,"Property in Southwood Farm, Terrington, York",,2015-05-01,2024-01-01,2020-01-06,Land and property (within or outside the UK),1562,Sir Robert Goodwill,,,True,"Southwood Farm, Terrington, York",units,,True,,,,2,False,False,United Kingdom,,Industrial,https://interests-api.parliament.uk/api/v1/Interests/2812,,
2888,Residential in London,,2015-06-05,2024-01-01,2018-08-23,Land and property (within or outside the UK),4471,Rachael Maskell,,,False,London,flat,Shared ownership with family. I have a minority share.,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2888,,
2910,Residential in Wiltshire,,2022-01-28,2024-01-01,,Land and property (within or outside the UK),1466,Dr Andrew Murrison,2022-01-28,,True,Wiltshire,property co-located with the agricultural buildings and field,,True,,2022-01-28,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2910,,
2917,Property in Somerset,,2015-06-02,2024-01-01,,Land and property (within or outside the UK),4522,Rebecca Pow,,,True,Somerset,house,,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2917,,
2967,Property in London,,2017-09-11,2024-01-01,2021-11-24,Land and property (within or outside the UK),1428,Sir Bill Wiggin,2021-08-23,,True,London,property,,True,rental income is paid to my wife,2021-08-23,,1,False,True,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2967,,
2948,Property in West Cornwall,,2017-10-30,2024-01-01,2021-11-03,Land and property (within or outside the UK),4532,Derek Thomas,2017-10-04,,False,West Cornwall,house and adjacent retail outlet,owned jointly with my wife,True,my wife receives the rental income,2021-05-01,,1,False,True,United Kingdom,,Other,https://interests-api.parliament.uk/api/v1/Interests/2948,,
2851,Residential in Southampton,,2018-03-07,2024-01-01,,Land and property (within or outside the UK),1572,Sir Jeremy Hunt,2018-02-07,,False,Southampton,apartments,owned by Mare Pond Properties Ltd,True,,2018-02-07,,7,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2851,,
2586,Property in Unspecified,,2020-01-09,2024-01-01,,Land and property (within or outside the UK),4800,Simon Baynes,,,True,Unspecified,,,False,,,,,True,False,Spain,,,https://interests-api.parliament.uk/api/v1/Interests/2586,,
2831,Property in Pembrokeshire,,2023-02-20,2024-01-01,,Land and property (within or outside the UK),3944,Lord Hart of Tenby,2023-02-13,,False,Pembrokeshire,a buy-to-let property,managed by Llan Property Ltd,True,,2023-02-13,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2831,,
2843,Residential in Luton,,2020-01-11,2024-01-01,,Land and property (within or outside the UK),4873,Rachel Hopkins,,,True,Luton,"house, used also for my partner's business",,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2843,,
2850,Commercial in London,,,2024-01-01,2018-09-03,Land and property (within or outside the UK),1572,Sir Jeremy Hunt,,,False,London,office building,half share,True,,,,1,False,False,United Kingdom,,Commercial,https://interests-api.parliament.uk/api/v1/Interests/2850,,
2859,"Property in Llandudno, Conwy",,2015-05-01,2024-01-01,,Land and property (within or outside the UK),1502,Mr David Jones,,,True,"Llandudno, Conwy",leasehold office premises,,False,,,,1,False,False,United Kingdom,,Business,https://interests-api.parliament.uk/api/v1/Interests/2859,,
2926,Property in Somerset,,2015-01-01,2024-01-01,2021-10-20,Land and property (within or outside the UK),4099,Sir Jacob Rees-Mogg,,,True,Somerset,land and related farm buildings in Somerset,,True,,,,,True,False,United Kingdom,Other,,https://interests-api.parliament.uk/api/v1/Interests/2926,,
2930,Property in Sussex,,2017-07-07,2024-01-01,2019-01-11,Land and property (within or outside the UK),4615,Lloyd Russell-Moyle,,,True,Sussex,I receive income from tenants at my residential address,,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2930,,
2941,Residential in London,,2013-04-23,2024-01-01,2016-08-04,Land and property (within or outside the UK),4118,Sir Julian Smith,,,True,London,"properties, the third being acquired in 2016",,True,,,,3,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2941,,
2592,Residential in Walsall,,2020-01-10,2024-01-01,,Land and property (within or outside the UK),4818,Saqib Bhatti,,,False,Walsall,House,25% share,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2592,,
2757,Other in Mid-Sussex,,2015-06-05,2024-01-01,2020-01-09,Land and property (within or outside the UK),4513,Mims Davies,,,False,Mid-Sussex,agricultural land/non-working smallholding with light industrial and storage units,Part ownership with income paid to the agent,False,,,,,True,False,United Kingdom,Other,,https://interests-api.parliament.uk/api/v1/Interests/2757,,
2840,Residential in York,,2015-06-05,2024-01-01,2017-07-03,Land and property (within or outside the UK),4474,Kevin Hollinrake,2018-06-01,,False,York,house,a half share (previously a third),True,,2018-06-01,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2840,2019-01-18,2020-01-09
2751,Residential in London,,2015-06-02,2024-01-01,2016-06-28,Land and property (within or outside the UK),4439,Alberto Costa,,,False,London,Flat,owned jointly with my wife,True,,2016-06-01,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2751,2016-10-11,
2878,Property in Walsall,,2020-01-07,2024-01-01,2022-01-04,Land and property (within or outside the UK),4789,Marco Longhi,,,False,Walsall,houses,"From 28 March 2022, these properties are owned and administered by MDLON (2021) Ltd.",True,,,,10,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2878,2022-04-22,2023-11-29
2883,Other in Medway,,2015-05-12,2024-01-01,2023-05-22,Land and property (within or outside the UK),4529,Lord Mackinlay of Richborough,,2023-03-31,False,Medway,unadopted road,owned by Sha Tin Consulting Ltd (owned by Manor Mews (Chatham) Ltd until 15 November 2022). (See my entries under Category 7).,False,,,,,True,False,United Kingdom,Other,,https://interests-api.parliament.uk/api/v1/Interests/2883,,
2932,Property in London,,2017-07-06,2024-01-01,2021-11-09,Land and property (within or outside the UK),4681,Bob Seely,,,False,London,property,shared ownership,True,,2023-09-05,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2932,2023-09-26,
2788,Property in South Yorkshire,,2020-01-09,2024-01-01,,Land and property (within or outside the UK),4832,Nick Fletcher,,,False,South Yorkshire,houses,"held by the partnership G & N Properties, jointly with my spouse",True,,,,4,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2788,,
2790,Property in South Yorkshire,,2020-01-09,2024-01-01,,Land and property (within or outside the UK),4832,Nick Fletcher,,,False,South Yorkshire,houses,held by J & L Properties (Doncaster) Ltd,True,,,,2,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2790,,
2853,Property in Dumfries and Galloway,,2017-06-29,2024-01-01,,Land and property (within or outside the UK),4619,Lord Jack of Courance,,,True,Dumfries and Galloway,,,True,,,,,True,False,United Kingdom,Agricultural,,https://interests-api.parliament.uk/api/v1/Interests/2853,,
2881,Residential in Medway,,2015-05-12,2024-01-01,,Land and property (within or outside the UK),4529,Lord Mackinlay of Richborough,,,False,Medway,house,owned jointly with my spouse,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2881,,
2935,Residential in no location provided,,,2024-01-01,,Land and property (within or outside the UK),4131,Jim Shannon,,,False,no location provided,holiday home,part-share,False,,,,1,False,False,United States,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2935,,
2937,Property in Edinburgh,,2015-06-04,2024-01-01,,Land and property (within or outside the UK),4453,Tommy Sheppard,,,False,Edinburgh,premises,owned by Salt 'n' Sauce promotions Ltd (see  category 7 below),False,,,,1,False,False,United Kingdom,,Commercial,https://interests-api.parliament.uk/api/v1/Interests/2937,,
2765,Property in Essex,,2020-01-10,2024-01-01,,Land and property (within or outside the UK),4816,Miss Sarah Dines,,,True,Essex,houses,,True,,,,3,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2765,,
2766,Property in Sussex,,2020-01-10,2024-01-01,,Land and property (within or outside the UK),4816,Miss Sarah Dines,,,True,Sussex,house,,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2766,,
2786,Property in no location provided,,2023-03-10,2024-01-01,,Land and property (within or outside the UK),4936,Anna Firth,2022-05-01,,False,no location provided,house,Owned jointly with my husband,False,,,,1,False,False,France,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2786,,
2791,Property in South Yorkshire,,2020-01-09,2024-01-01,,Land and property (within or outside the UK),4832,Nick Fletcher,,,False,South Yorkshire,flats,held by J & L Properties (Doncaster) Ltd,True,,,,2,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2791,,
2601,Property in Ambleside,,2016-01-01,2024-01-01,2016-07-26,Land and property (within or outside the UK),1583,Baroness Brown of Silvertown,,,False,Ambleside,rental property,One quarter share,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2601,,
2753,Agricultural in West Devon,,,2024-01-01,2019-01-18,Land and property (within or outside the UK),1508,Sir Geoffrey Cox,,,False,West Devon,,Joint ownership,True,,,,,True,False,United Kingdom,Agricultural,,https://interests-api.parliament.uk/api/v1/Interests/2753,,
2792,Residential in Aberdeen,,2020-01-10,2024-01-01,,Land and property (within or outside the UK),4735,Stephen Flynn,,,False,Aberdeen,flat,co-owner,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2792,,
2849,Residential in no location provided,,,2024-01-01,,Land and property (within or outside the UK),1572,Sir Jeremy Hunt,,,False,no location provided,holiday house,half share,True,,,,1,False,False,Italy,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2849,,
2914,Residential in Northumberland,,2016-11-02,2024-01-01,,Land and property (within or outside the UK),4124,Dame Chi Onwurah,2016-09-02,,True,Northumberland,house,,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2914,,
2938,Property in Edinburgh,,2015-06-04,2024-01-01,,Land and property (within or outside the UK),4453,Tommy Sheppard,,,False,Edinburgh,property,owned by Salt 'n' Sauce promotions Ltd (see  category 7 below),False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2938,,
2591,Residential in Walsall,,2020-01-10,2024-01-01,,Land and property (within or outside the UK),4818,Saqib Bhatti,,,True,Walsall,House,,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2591,,
2867,Residential in London,,2022-11-20,2024-01-01,2022-12-02,Land and property (within or outside the UK),4858,Danny Kruger,2022-08-15,,True,London,house inhabited by a family member since September 2022,,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2867,,
2750,Residential in Glasgow,,2015-06-02,2024-01-01,2016-06-28,Land and property (within or outside the UK),4439,Alberto Costa,,,True,Glasgow,Flat,,True,,2016-06-01,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2750,2016-10-11,
2884,Residential in Medway,,2021-05-11,2024-01-01,2021-07-22,Land and property (within or outside the UK),4529,Lord Mackinlay of Richborough,2021-04-16,,False,Medway,house,owned jointly with my spouse,True,,2021-07-22,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2884,,
2915,Residential in Unspecified,,2016-11-07,2024-01-01,,Land and property (within or outside the UK),4124,Dame Chi Onwurah,2016-09-02,,True,Unspecified,holiday apartment,,False,,,,1,False,False,Portugal,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2915,,
2919,Property in no location provided,,2015-06-02,2024-01-01,2023-08-02,Land and property (within or outside the UK),4522,Rebecca Pow,,2023-06-30,False,no location provided,including income from a telecom mast,owned jointly with other family members,True,,,2023-06-30,,True,False,United Kingdom,Agricultural,,https://interests-api.parliament.uk/api/v1/Interests/2919,,
2963,Property in Unspecified,,2012-11-14,2024-01-01,,Land and property (within or outside the UK),4053,Mrs Heather Wheeler,,,True,Unspecified,holiday cottage,,False,,,,1,False,False,France,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2963,,
2780,Property in Unspecified,,2016-05-03,2024-01-01,,Land and property (within or outside the UK),1542,Philip Dunne,2016-03-24,,False,Unspecified,flat,owned jointly with my wife,True,,2016-03-24,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2780,,
2829,Residential in London,,2023-04-24,2024-01-01,,Land and property (within or outside the UK),150,Baroness Harman,2023-04-03,,True,London,flat,,True,,2023-04-03,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2829,,
2832,Property in Pembrokeshire,,2023-04-03,2024-01-01,,Land and property (within or outside the UK),3944,Lord Hart of Tenby,2023-04-03,,False,Pembrokeshire,buy-to-let flat,managed by Llan Property Ltd,True,,2023-04-03,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2832,,
2621,Residential in London,,,2024-01-01,2021-11-17,Land and property (within or outside the UK),249,Sir Geoffrey Clifton-Brown,,,True,London,properties purchased between 1994 and 2017,,True,,,,5,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2621,,
2811,"Property in Southwood Farm, Terrington, York",,2015-05-01,2024-01-01,2020-01-06,Land and property (within or outside the UK),1562,Sir Robert Goodwill,,,True,"Southwood Farm, Terrington, York",unit,,False,,,,1,False,False,United Kingdom,,Industrial,https://interests-api.parliament.uk/api/v1/Interests/2811,,
2828,Residential in Suffolk,,,2024-01-01,2022-07-01,Land and property (within or outside the UK),150,Baroness Harman,2022-05-12,,False,Suffolk,house,I owned a share in this property prior to 12 May 2022.,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2828,,
2909,Agricultural in Wiltshire,,,2024-01-01,2022-01-28,Land and property (within or outside the UK),1466,Dr Andrew Murrison,,,True,Wiltshire,agricultural buildings and field,,True,,2022-01-28,,1,False,False,United Kingdom,,Agricultural,https://interests-api.parliament.uk/api/v1/Interests/2909,,
2577,"Property in near Ipswich, Suffolk",,2015-05-01,2024-01-01,2017-07-12,Land and property (within or outside the UK),4069,Peter Aldous,,,False,"near Ipswich, Suffolk",Farm,I have an interest in the farm,True,,,,,True,False,United Kingdom,Agricultural,,https://interests-api.parliament.uk/api/v1/Interests/2577,,
2817,Property in Wiltshire,,2015-09-03,2024-01-01,,Land and property (within or outside the UK),261,James Gray,,,True,Wiltshire,,,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2817,,
2600,Property in Edinburgh,,2015-06-05,2024-01-01,,Land and property (within or outside the UK),4417,Deidre Brock,,,False,Edinburgh,flat,half share ownership (in total) with my partner,False,,,,2,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2600,,
2777,Property in Herefordshire,,2015-05-01,2024-01-01,,Land and property (within or outside the UK),1542,Philip Dunne,,,True,Herefordshire,"Land and property, some held in trust for life",,True,,,,,True,False,United Kingdom,Other,,https://interests-api.parliament.uk/api/v1/Interests/2777,,
2810,"Property in Southwood Farm, Terrington, York",,2015-05-01,2024-01-01,,Land and property (within or outside the UK),1562,Sir Robert Goodwill,,,True,"Southwood Farm, Terrington, York",farmed “in hand”,,True,,,,,True,False,United Kingdom,Agricultural,,https://interests-api.parliament.uk/api/v1/Interests/2810,,
2839,Residential in York,,2015-06-05,2024-01-01,2017-07-03,Land and property (within or outside the UK),4474,Kevin Hollinrake,,,False,York,properties,a third share,True,,,,4,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2839,2019-01-18,
