ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,VisitLocations_Country_1,VisitLocations_Destination_1,Purpose,StartDate,EndDate,Appg,Donors_Name_1,Donors_IsPrivateIndividual_1,Donors_PublicAddress_1,Donors_PaymentType_1,Donors_PaymentDescription_1,Donors_Value_1,Donors_IsSoleBeneficiary_1,Link,Donors_Name_2,Donors_IsPrivateIndividual_2,Donors_PublicAddress_2,Donors_PaymentType_2,Donors_PaymentDescription_2,Donors_Value_2,Donors_IsSoleBeneficiary_2,Donors_Name_3,Donors_IsPrivateIndividual_3,Donors_PublicAddress_3,Donors_PaymentType_3,Donors_PaymentDescription_3,Donors_Value_3,Donors_IsSoleBeneficiary_3,VisitLocations_Country_2,VisitLocations_Destination_2,Donors_Name_4,Donors_IsPrivateIndividual_4,Donors_PublicAddress_4,Donors_PaymentType_4,Donors_PaymentDescription_4,Donors_Value_4,Donors_IsSoleBeneficiary_4,Donors_Name_5,Donors_IsPrivateIndividual_5,Donors_PublicAddress_5,Donors_PaymentType_5,Donors_PaymentDescription_5,Donors_Value_5,Donors_IsSoleBeneficiary_5,Updated_2
3213,International visit to Bahrain between 17 November 2023 and 19 November 2023,,2023-12-05,2023-12-17,,Visits outside the UK,4478,Royston Smith,Bahrain,,Attending International Institute for Strategic Studies Manama Dialogue 2023 as part of a Conservative Middle East Council delegation.,2023-11-17,2023-11-19,,Bahrain Ministry of Foreign Affairs,False,"PO Box 547, Government Road, Manama, Kingdom of Bahrain",In kind,"Transportation (£701.01), accommodation (£540) and dinners/hospitality (£163)",1404.01,True,https://interests-api.parliament.uk/api/v1/Interests/3213,"International Institute for Strategic Studies, Middle East",False,"14th Floor, GFH Tower, Bahrain Financial Harbour, Building 1411, Road 4625, Manama 346, Kingdom of Bahrain",In kind,Transportation (£25) and hospitality (£24.50),59.50,True,,,,,,,,,,,,,,,,,,,,,,,,
3153,International visit to Armenia between 28 September 2023 and 02 October 2023,,2023-11-16,2023-12-17,,Visits outside the UK,1605,Edward Timpson,Armenia,,Attendance at South Caucasus and Middle East Family Placement Conference.,2023-09-28,2023-10-02,,Care for Children,False,"3 The Close, Norwich NR1 4DH",In kind,"Flights for myself (£1,908), accommodation for myself (£360), accommodation for my wife (£80) and meals (£94)",1988.00,False,https://interests-api.parliament.uk/api/v1/Interests/3153,Government of the Republic of Armenia,False,"Republic Square, Government House. 1 0010 Yerevan, Republic of Armenia",In kind,meals and refreshments for myself and my wife,120.00,False,,,,,,,,,,,,,,,,,,,,,,,,
1249,International visit to Gibraltar between 08 September 2023 and 10 September 2023,,2023-09-18,2023-12-17,,Visits outside the UK,474,Mr Nigel Evans,Gibraltar,,MP visit for the National Day of Gibraltar.,2023-09-08,2023-09-10,,HM Government of Gibraltar,False,"6 Convent Place, 150 Strand, London WC2R 1JA",In kind,Flights and travel (£499); accommodation (£380); hospitality (£200),1079.00,True,https://interests-api.parliament.uk/api/v1/Interests/1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,International visit between 30 July 2023 and 06 August 2023,,2023-08-24,2023-12-17,,Visits outside the UK,4108,Sir Gavin Williamson,Somalia,Somaliland,"Trade and political visit to discuss environmental issues and deepening relations between educational institutions, including meetings with Somaliland government leaders, business community leaders and the UK Somaliland diaspora.",2023-07-30,2023-08-06,,"Somaliland Chamber of Commerce, Industry and Agriculture",False,"Hargeisa, Somaliland",In kind,"Flights, accommodation, meals and miscellaneous costs",3100.00,True,https://interests-api.parliament.uk/api/v1/Interests/1477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,International visit between 10 May 2023 and 11 May 2023,,2023-05-16,2023-12-17,,Visits outside the UK,152,Sir Iain Duncan Smith,Czechia,Prague,To speak at a conference hosted by the Transatlantic Defense Forum in Prague.,2023-05-10,2023-05-11,,Jagello 2002,False,"Mariánské náměstí 2116/10, 709 00 Ostrava 9, Czech Republic",In kind,"Flights, accommodation, subsistence and other travel costs",1500.00,True,https://interests-api.parliament.uk/api/v1/Interests/1242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,International visit between 17 October 2022 and 23 October 2022,,2023-06-29,2023-12-17,,Visits outside the UK,4823,John Finucane,Canada,"Toronto, Kingston, Ottowa","To brief political leaders, the Irish Diaspora, academics and labour leaders on political developments in Ireland.",2022-10-17,2022-10-23,,Friends of Sinn Féin Canada,False,"466 Dupont Street, Toronto, Canada",In kind,"Flights (£438.50), accommodation and subsistence (£1,246)",1684.50,True,https://interests-api.parliament.uk/api/v1/Interests/1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,International visit between 19 April 2023 and 26 April 2023,,2023-05-16,2023-12-17,,Visits outside the UK,4245,Paul Maskey,Colombia,,Peace and Human Rights delegation to monitor and give support to the advancement of Peace and Human Rights in Colombia.,2023-04-19,2023-04-26,,Justice for Colombia,False,"75 St John Stret, London EC1M 4NN",In kind,"Internal travel, hotels and subsistence (£938); international flight (£1,056); domestic flight (£211)",2205.00,True,https://interests-api.parliament.uk/api/v1/Interests/1463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,International visit between 29 September 2023 and 01 October 2023,,2023-10-23,2023-12-17,,Visits outside the UK,4409,Naz Shah,Pakistan,Jaranwala,Visiting Christian minority communities that were persecuted to provide aid and support to them.,2023-09-29,2023-10-01,,Islamic Relief Worldwide,False,"19 Rea Street South, Birmingham B5 6LB",In kind,Hotel accommodation and transport,600.00,True,https://interests-api.parliament.uk/api/v1/Interests/1756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,International visit between 14 August 2023 and 19 August 2023,,2023-09-06,2023-12-17,,Visits outside the UK,4014,Lord Sharma,Australia,Sydney,To attend and speak at the Coalition for Conservation International Climate Conference.,2023-08-14,2023-08-19,,Coalition for Conservation,False,"80 William St, Woolloomooloo NSW 2011, Australia",In kind,"For me and a staff member, flights (£9,374), accommodation (£2,252) and meals (£456)",12082.00,False,https://interests-api.parliament.uk/api/v1/Interests/1776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2126,International visit between 20 May 2023 and 26 May 2023,,2023-06-06,2023-12-17,,Visits outside the UK,4138,Rushanara Ali,Qatar,Doha,"To participate at the Bloomberg Qatar Economic Forum 2023 and meet Qatari and international officials to discuss current affairs including regional conflict resolution, labour rights and Qatar-UK bilateral relations.",2023-05-20,2023-05-26,,Media City Qatar,False,"Floor 17 & 18, Tornado Tower, Bldg. 17, Zone 60, Street 810, Corner Majlis Al Taawoon And, Al Funduq St, Doha, Qatar",In kind,"Flights, accommodation, transport and food",7100.00,True,https://interests-api.parliament.uk/api/v1/Interests/2126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,International visit between 25 September 2023 and 29 September 2023,,2023-10-04,2023-12-17,,Visits outside the UK,4788,Fleur Anderson,Palestine,Occupied Palestinian Territory,Fact finding visit organised by the Council for Arab-British Understanding and Medical Aid for Palestinians.,2023-09-25,2023-09-29,,Medical Aid for Palestinians,False,"33A Islington park Street, London N1 1QB",In kind,"Flights, accommodation, food and transport",1695.00,True,https://interests-api.parliament.uk/api/v1/Interests/2131,,,,,,,,,,,,,,,Israel,,,,,,,,,,,,,,,,
2160,International visit between 19 September 2023 and 24 September 2023,,2023-10-20,2023-12-17,,Visits outside the UK,4651,Dan Carden,Thailand,Bangkok,"As President of the Forum of Young Parliamentarians at the Inter Parliamentary Union, to attend meetings at the House of Representatives of Thailand and other political, cultural and social events.",2023-09-19,2023-09-24,,"Mrs. Pikulkeaw Krairiksh, Member of the Senate of Thailand",True,,In kind,"Accommodation, food and transport in Bangkok (value is estimated)",443.00,True,https://interests-api.parliament.uk/api/v1/Interests/2160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,International visit to United States between 13 April 2023 and 16 April 2023,,2023-06-23,2023-12-17,,Visits outside the UK,4274,Francie Molloy,United States,Philadelphia,To update Irish American Groups on political developments in Ireland and to deliver a speech at an annual Easter Commemoration.,2023-04-13,2023-04-16,,Friends of Sinn Féin USA,False,"1212 Avenue of the Americas, 5th Floor, New York, NY10036",In kind,"International flights (£612.04), accommodation and subsistence (£393.35)",1005.39,True,https://interests-api.parliament.uk/api/v1/Interests/1661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3149,International visit to Israel between 05 November 2023 and 08 November 2023,,2023-11-21,2023-12-17,,Visits outside the UK,3939,Andrew Percy,Israel,,"A four-day solidarity trip to Israel to meet with survivors of the recent terrorist attacks, visit communities attacked, meet with the families of hostages and briefings with Israeli politicians and officials.",2023-11-05,2023-11-08,,ELNET UK,False,"Epworth House, 25 City Road, London EC1Y 1AA",In kind,"Flights, accommodation, transport and meals",2000.00,True,https://interests-api.parliament.uk/api/v1/Interests/3149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3244,International visit to Qatar between 26 November 2023 and 30 November 2023,,2023-12-21,2023-12-17,,Visits outside the UK,4409,Naz Shah,Qatar,Doha,To participate at the WISE Summit 2023 focusing on the future of education in light of emerging technologies such as Artificial Intelligence and meet senior Qatari foreign policy and education officials on the margins of the Summit.,2023-11-26,2023-11-30,,Ministry of Foreign Affairs of the State of Qatar,False,"Almirqab Tower, West Bay, Doha, Qatar",In kind,"Flights, accommodation and food",5650.00,True,https://interests-api.parliament.uk/api/v1/Interests/3244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150,International visit to Jordan between 23 October 2023 and 26 October 2023,,2023-11-20,2023-12-17,,Visits outside the UK,4478,Royston Smith,Jordan,,"MP delegation visit to the Hashemite Kingdom of Jordan for meetings with the Jordanian Government, parliamentarians and armed forces.",2023-10-23,2023-10-26,,Embassy of the Hashemite Kingdom of Jordan in London,False,"6 Upper Phillimore Gardens, London W8 7HA",In kind,"Flights (£708),  accommodation, meals and transport (£500)",1208.00,True,https://interests-api.parliament.uk/api/v1/Interests/3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,International visit between 30 May 2023 and 02 June 2023,,2023-06-06,2023-12-17,,Visits outside the UK,223,Sir Liam Fox,Morocco,,To attend meetings in my role as Chair of the UK Abraham Accords Group.,2023-05-30,2023-06-02,,Abraham Accords (UK) Ltd,False,"New Derwent House, 69-73 Theobalds Road, London WC1X 8TA",In kind,Flights and hotel accommodation (value is approximate),2476.74,True,https://interests-api.parliament.uk/api/v1/Interests/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,International visit between 14 June 2023 and 17 June 2023,,2023-06-21,2023-12-17,,Visits outside the UK,1413,Lord Grayling,South Korea,Seoul,Participation in Korea Maritime Week.,2023-06-14,2023-06-17,,"Ministry of Oceans and Fisheries, South Korea",False,"Sejong, South Korea",In kind,"Flights, hotel accommodation and hospitality (value is approximate)",7750.00,True,https://interests-api.parliament.uk/api/v1/Interests/2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3342,International visit to United Arab Emirates between 06 December 2023 and 10 December 2023,,2023-12-13,2023-12-17,,Visits outside the UK,1398,Wayne David,United Arab Emirates,Dubai,Invited to attend and speak at the Iraq Britain British Council Conference in Dubai.,2023-12-06,2023-12-10,,Iraq Britain British Council,False,"80 Petty France, London SW1H 9EX",In kind,"Accommodation (£1,052.31) and travel (792.54)",1844.85,True,https://interests-api.parliament.uk/api/v1/Interests/3342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3361,International visit to Somalia between 25 January 2024 and 28 January 2024,,2024-02-14,2023-12-17,,Visits outside the UK,4116,Sir Michael Ellis,Somalia,Somaliland,"Visit to discuss politics and geopolitics in the Horn of Africa, including meetings with ministers and officials.",2024-01-25,2024-01-28,,Somaliland Foreign Ministry,False,"Hargeisa, Somaliland",In kind,"Flights, accommodation, meals and miscellaneous costs",5150.00,True,https://interests-api.parliament.uk/api/v1/Interests/3361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3437,International visit to United Arab Emirates between 30 November 2023 and 05 December 2023,,2023-12-22,2023-12-17,,Visits outside the UK,1510,Ed Miliband,United Arab Emirates,,Attending COP28 as part of my frontbench role.,2023-11-30,2023-12-05,,COP28 Presidency Office,False,"Capital Plaza, Abu Dhabi, United Arab Emirates",In kind,Airport transfer and daily travel by car during COP28 (value is approximate),1358.00,True,https://interests-api.parliament.uk/api/v1/Interests/3437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,International visit between 14 August 2023 and 18 August 2023,,2023-09-06,2023-12-17,,Visits outside the UK,206,Mr David Lammy,Brazil,,Bilateral meetings and visit to Amazon region.,2023-08-14,2023-08-18,,Conservation International do Brasil,False,"Avenida Rio Branco n. 131, 8th floor, Rio De Janeiro",In kind,"For me and a member of staff, flights, accommodation, food, transport, translator, life insurance and medical support",24739.36,False,https://interests-api.parliament.uk/api/v1/Interests/2043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,International visit to Jersey between 26 September 2023 and 28 September 2023,,2023-10-03,2023-12-17,,Visits outside the UK,4862,Simon Jupp,Jersey,,"To host an event for the States Assembly's annual democracy week, Politics Matters, to encourage conversations around improving political engagement and voter turnout across all sectors of the Island's workforce.",2023-09-26,2023-09-28,,Jersey's States Assembly,False,"States Greffe, Morier House, Halkett Place, St. Helier, Jersey JE1 1DD",In kind,"Flights (£243.98), taxis (£47.90) and hotel (£264)",555.88,True,https://interests-api.parliament.uk/api/v1/Interests/1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3625,International visit to France between 25 January 2024 and 27 January 2024,,2024-02-02,2023-12-17,,Visits outside the UK,4138,Rushanara Ali,France,Paris,Attendance at the Franco British Colloque.,2024-01-25,2024-01-27,,Franco-British Colloque Ltd,False,"Station House, Station Approach, East Horsley KT24 6QX",In kind,Accommodation and food,853.30,True,https://interests-api.parliament.uk/api/v1/Interests/3625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3646,International visit to United States between 27 November 2023 and 29 November 2023,,2023-12-14,2023-12-17,,Visits outside the UK,1444,Mr Mark Francois,United States,Washington DC,To attend meetings with Republican members of Congress concerning support for Ukraine.,2023-11-27,2023-11-29,,Conservative Friends of Ukraine,False,"One Barthomolew Close, London EC1A 7BL",In kind,"Flights (£2,961) and accommodation (£419.94)",3380.95,True,https://interests-api.parliament.uk/api/v1/Interests/3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130,International visit to India between 14 October 2023 and 21 October 2023,,2023-11-10,2023-12-17,,Visits outside the UK,185,Jeremy Corbyn,India,Mumbai,To address an audience at International Transport Federation (ITF) Young Transport Workers Conference and attend an ITF Executive Board meeting.,2023-10-14,2023-10-21,,International Transport Workers' Federation,False,"ITF House, 49-60 Borough Road, London SE1 1DR",In kind,"Flights, accommodation, meals, internal transport and incidentals",3162.11,True,https://interests-api.parliament.uk/api/v1/Interests/3130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3134,International visit to South Africa between 13 October 2023 and 20 October 2023,,2023-11-08,2023-12-17,,Visits outside the UK,4636,Chris Hazzard,South Africa,Johannesburg,To present an update on the political situation in Ireland and Britain at the Dilemmas of Humanity Conference and participate in workshops and discussions involving political representatives and social activists.,2023-10-13,2023-10-20,,Pan Africa Today,False,"87 De Korte Street, Braamfontein, Johannesburg, South Africa",In kind,"Flights (£1,104) and accommodation (£380)",1484.00,True,https://interests-api.parliament.uk/api/v1/Interests/3134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,International visit to Singapore between 11 April 2023 and 13 April 2023,,2023-05-02,2023-12-17,,Visits outside the UK,4082,Lisa Nandy,Singapore,,Visit to meet housing developers and discuss housing policy along with meetings with Ministers in my capacity as Shadow Minister.,2023-04-11,2023-04-13,,Richard Greer,True,,In kind,Accommodation and flights,1789.48,True,https://interests-api.parliament.uk/api/v1/Interests/1292,Sonny Leong,True,,In kind,Accommodation and flights,1789.48,True,Paul Lindley,True,,In kind,Accommodation and flights,1789.48,True,,,,,,,,,,,,,,,,,
3395,International visit to Falkland Islands between 19 November 2023 and 02 December 2023,,2023-12-06,2023-12-17,,Visits outside the UK,1428,Sir Bill Wiggin,Falkland Islands,,"To understand the people, economy and strategic importance of the Falkland Islands.",2023-11-19,2023-12-02,,Falklands Islands Government,False,"Falkland Islands House, 14 Broadway, London SW1H 0BH",In kind,"Flights, accommodation, transportation, hospitality, gifts and sundries",2819.64,True,https://interests-api.parliament.uk/api/v1/Interests/3395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,International visit to Israel between 28 May 2023 and 01 June 2023,,2023-06-14,2023-12-17,,Visits outside the UK,4253,Seema Malhotra,Israel,and Occupied Palestinian Territory,"Fact-finding visit organised by the Council for Arab-British Understanding, Amnesty International UK section and Medical Aid for Palestinians.",2023-05-28,2023-06-01,,Medical Aid for Palestinians,False,"33a Islington Park Street, London N1 1QB",In kind,"Flights, accommodation, food and transport",640.18,True,https://interests-api.parliament.uk/api/v1/Interests/1457,Amnesty International UK,False,"17-25 New Inn Yard, London EC2A 3EA",In kind,"Flights, accommodation, food and transport",960.28,True,,,,,,,,,,,,,,,,,,,,,,,,
1762,International visit to Israel between 03 September 2023 and 07 September 2023,,2023-09-14,2023-12-17,,Visits outside the UK,1521,Mrs Sharon Hodgson,Israel,,"Fact-finding visit. Meeting with Israeli and Palestinian politicians, academics, activists and diplomats.",2023-09-03,2023-09-07,,Labour Friends of Israel,False,"BM LFI, London WC1N 3XX",In kind,"Flights, accommodation and meals",2200.00,True,https://interests-api.parliament.uk/api/v1/Interests/1762,,,,,,,,,,,,,,,Palestine,,,,,,,,,,,,,,,,
2998,International visit to Jordan between 23 October 2023 and 27 October 2023,,2023-11-21,2023-12-17,,Visits outside the UK,4651,Dan Carden,Jordan,Amman,"Delegation to Amman, Jordan including meetings with the Speaker of the House of Representatives, King Abdullah II of Jordan, Ministers and parliamentarians and a visit to Za'atri Refugee Camp.",2023-10-23,2023-10-27,,Jordanian Embassy in London,False,"6 Upper Phillimore Gardens, London W8 7HA",In kind,"Flights (£833), accommodation, meals and transport (£1,000)",1833.00,True,https://interests-api.parliament.uk/api/v1/Interests/2998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4283,International visit to United States between 02 February 2024 and 14 February 2024,,2024-02-26,2023-12-17,,Visits outside the UK,4505,Peter Kyle,United States,,"Meetings with political counterparts in Washington, as well as tech and digital firms on the West Coast. Visiting San Francisco for meetings with tech and digital firms.",2024-02-02,2024-02-14,,Lord David Sainsbury,True,,Monetary,"received on 21 February as reimbursement for flights, travel and accommodation",10906.62,True,https://interests-api.parliament.uk/api/v1/Interests/4283,Hakluyt and Company,False,"34 Upper Brook Street, London W1K 7QS",In kind,Driver hire in San Francisco between meetings,2758.95,True,,,,,,,,,,,,,,,,,,,,,,,,
3650,International visit to Switzerland between 02 January 2024 and 06 January 2024,,2024-02-02,2023-12-17,,Visits outside the UK,4842,Sally-Ann Hart,Switzerland,Davos,"68th Annual British-Swiss Parliamentary ski week with the APPG for Switzerland, including political meetings with Swiss Parliamentarians and diplomats. I paid all other costs for this visit.",2024-01-02,2024-01-06,APPG for Switzerland,Landschaft Davos,False,"Gemeinde DavosBerglistutz 1, 7270 Davos Platz, Switzerland",In kind,Hospitality for five people,114.17,False,https://interests-api.parliament.uk/api/v1/Interests/3650,Skigruppe der Bundesversammlung,True,,In kind,Hospitality for five people (I paid all other costs),447.53,False,,,,,,,,,,,,,,,,,,,,,,,,
3247,International visit to Switzerland between 16 January 2024 and 17 January 2024,,2024-01-24,2023-12-17,,Visits outside the UK,4014,Lord Sharma,Switzerland,Davos,": In connection with my role as Rockefeller Foundation Climate and Finance Fellow, speaking at events and participating in meetings at Davos.",2024-01-16,2024-01-17,,Rockefeller Foundation,False,"420 Fifth Avenue, New York City, NY 10018",In kind,"Flights, local transport and accommodation",1998.76,True,https://interests-api.parliament.uk/api/v1/Interests/3247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,International visit to Denmark between 01 September 2023 and 03 September 2023,,2023-10-12,2023-12-17,,Visits outside the UK,4133,Andrew Bridgen,Denmark,Copenhagen,To speak at the Facts Matter conference.,2023-09-01,2023-09-03,,The Danish Freedom Movement,False,"FBF2020, Hindegade 6, 1303 Copenhagen K, Denmark",In kind,Flights and accommodation,555.07,True,https://interests-api.parliament.uk/api/v1/Interests/1788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3365,International visit to Qatar between 08 December 2023 and 11 December 2023,,2023-12-21,2023-12-17,,Visits outside the UK,474,Mr Nigel Evans,Qatar,Doha,"To participate in the Doha Forum 2023 with a focus on geopolitics, the impact of AI, economic development, defence, cyber and food security; and climate change and sustainability.",2023-12-08,2023-12-11,,Doha Forum,False,"Ministry of Foreign Affairs, Almirqab Tower, West Bay, Doha, Qatar",In kind,"Flights, accommodation and food",5900.00,True,https://interests-api.parliament.uk/api/v1/Interests/3365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4276,International visit to Cyprus between 13 February 2024 and 16 February 2024,,2024-02-23,2023-12-17,,Visits outside the UK,4610,Bambos Charalambous,Cyprus,Nicosia,"APPG for Cyprus visit to meet the President, Speaker, Members of the Republic of Cyprus Parliament, NGOs and members from civil society to get an update on the current situation in Cyprus and prospects for peace talks.",2024-02-13,2024-02-16,APPG for Cyprus,House of Representatives of the Republic of Cyprus,False,"1102 Nicosia, Cyprus",In kind,"Hotel accommodation for three nights (£459), transport (£182.75) and meals (£106.25)",748.00,True,https://interests-api.parliament.uk/api/v1/Interests/4276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,International visit to Pakistan between 22 September 2023 and 30 September 2023,,2023-10-23,2023-12-17,,Visits outside the UK,1506,Andrew Gwynne,Pakistan,and Azad Kashmir,"To attend high level meetings with government officials to discuss ways of bringing peace and stability to the region and to visit health, development and refugee projects with a delegation of British Parliamentarians and Community Leaders.",2023-09-22,2023-09-30,,Government of Pakistan,False,"Foreign Office Building, Constitution Avenue,G-5, Islamabad",In kind,Flights,1360.00,True,https://interests-api.parliament.uk/api/v1/Interests/1997,Government of Azad Jammu and Kashmir,False,"Near Bank Square, Lower Chatter, Muzaffarabad 13100",In kind,accommodation and meals,640.00,True,,,,,,,,,,,,,,,,,,,,,,,,
3013,International visit to Finland between 02 November 2023 and 04 November 2023,,2023-11-21,2023-12-17,,Visits outside the UK,473,Sir Mark Hendrick,Finland,Helsinki and Rauma,"To visit the Olkiluoto 3 Nuclear Power Plant, Onkalo Geological Disposal Facility and Radiation and Nuclear Safety Authority (STUK) as part of a Nuclear Energy APPG Visit.",2023-11-02,2023-11-04,Nuclear Energy,Nuclear Industry Association,False,"5th Floor, Tower House, 10 Southampton Street, London W2E 7HA",In kind,"Flights, accommodation, transport and meals",839.68,True,https://interests-api.parliament.uk/api/v1/Interests/3013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,International visit between 02 October 2023 and 06 October 2023,,2023-10-24,2023-12-17,,Visits outside the UK,1541,Dame Nia Griffith,Oman,,Fact finding visit to find out more about the important relationship between Oman and the UK.,2023-10-02,2023-10-06,,Sariya Al Hadi & Ali Al Rashdi & Co. Advocates & Legal Consultants,False,"4th Floor,  Bait Al Reem, Thaqafah St, Al Khuwair, P.O Box 2746,  PC 130 Athaibah, Muscat, Oman",In kind,"Accommodation (£974.95) and travel (£5,640.84)",6615.79,True,https://interests-api.parliament.uk/api/v1/Interests/1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,"International visit to Saint Helena, Ascension and Tristan da Cunha between 02 August 2023 and 14 August 2023",,2023-08-24,2023-12-17,,Visits outside the UK,1506,Andrew Gwynne,"Saint Helena, Ascension and Tristan da Cunha",,A delegation to the British Overseas Territory of Saint Helena to learn about the opportunities and challenges facing the island.,2023-08-02,2023-08-14,,Friends of the British Overseas Territories,False,"PO Box 2635, Ilford IG1 8UA",In kind,Flights and accommodation,2360.05,True,https://interests-api.parliament.uk/api/v1/Interests/1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4282,International visit to Israel between 14 February 2024 and 18 February 2024,,2024-02-22,2023-12-17,,Visits outside the UK,4510,Helen Hayes,Israel,,"Cross-party delegation to meet with civilians affected by the ongoing war, NGOs, peace activists, and official spokespeople.",2024-02-14,2024-02-18,,Yachad,False,Star House 104-108 Grafton Road NW5 4BA.,In kind,"Hotels (£717), insurance (£432), transport (£108), food (£307), speaker fees/meeting room costs (£213) and flights (£661)",2438.00,True,https://interests-api.parliament.uk/api/v1/Interests/4282,,,,,,,,,,,,,,,Palestine,Occupied Palestinian Territories,,,,,,,,,,,,,,,
1591,International visit between 26 May 2023 and 28 May 2023,,2023-06-22,2023-12-17,,Visits outside the UK,1576,Mark Pritchard,Serbia,Belgrade,Attend and speak at a European Leadership Network conference on Security in the Western Balkans.,2023-05-26,2023-05-28,,European Leadership Network,False,"8 St James's Square, St James's, London SW1Y 4JU",In kind,"Flights, accommodation and airport transfers",1200.00,True,https://interests-api.parliament.uk/api/v1/Interests/1591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3198,International visit to Kosovo between 19 October 2023 and 22 October 2023,,2023-12-08,2023-12-17,,Visits outside the UK,4805,Alicia Kearns,Kosovo,,"Meetings with Kosovan Government, Parliament, civil society, NATO and police.",2023-10-19,2023-10-22,,Government of Kosovo,False,"Government Building, Nëna Terezë Square, 10000 Prishtinë, The Republic of Kosovo",In kind,Transport and accommodation for me and a member of staff,1548.59,False,https://interests-api.parliament.uk/api/v1/Interests/3198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3206,International visit to United Arab Emirates between 09 November 2023 and 11 November 2023,,2023-12-06,2023-12-17,,Visits outside the UK,4014,Lord Sharma,United Arab Emirates,Abu Dhabi,To speak at and participate in an international climate negotiations workshop.,2023-11-09,2023-11-11,,The Centre for Multilateral Negotiations GmbH,False,"Hans-Henny-Jahnn-Weg 53, 22085 Hamburg, Germany",In kind,"Flights and taxi transfers (£5,508), accommodation and meals (£851)",6359.00,True,https://interests-api.parliament.uk/api/v1/Interests/3206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,International visit between 27 May 2023 and 01 June 2023,,2023-06-20,2023-12-17,,Visits outside the UK,4065,Dame Jackie Doyle-Price,Nepal,,To demonstrate the impact UK Aid has on communities in Nepal.,2023-05-27,2023-06-01,,Children's Investment Fund Foundation,False,"7 Clifford Street, London W1S 2FT",In kind,"Flights (£1,026.41), hotel (£983.97), food and subsistence (£200)",2210.38,True,https://interests-api.parliament.uk/api/v1/Interests/1240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,International visit between 24 September 2023 and 28 September 2023,,2023-10-18,2023-12-17,,Visits outside the UK,4823,John Finucane,United States,Boston,"To brief the Irish Diaspora on political developments in Ireland and to speak at the Edward Kennedy Institute event, marking the 25th Anniversary of the Good Friday Agreement.",2023-09-24,2023-09-28,,Friends of Sinn Féin USA,False,"5th Floor, 1212 Avenue of the Americas, New York, NY 10036, USA",In kind,"Flights (£988.32), accommodation and subsistence (£872.03)",1868.35,True,https://interests-api.parliament.uk/api/v1/Interests/1252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
