ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,VisitLocations_Country_1,VisitLocations_Destination_1,Purpose,StartDate,EndDate,Appg,Donors_Name_1,Donors_IsPrivateIndividual_1,Donors_PublicAddress_1,Donors_PaymentType_1,Donors_PaymentDescription_1,Donors_Value_1,Donors_IsSoleBeneficiary_1,Link,Donors_Name_2,Donors_IsPrivateIndividual_2,Donors_PublicAddress_2,Donors_PaymentType_2,Donors_PaymentDescription_2,Donors_Value_2,Donors_IsSoleBeneficiary_2,Donors_Name_3,Donors_IsPrivateIndividual_3,Donors_PublicAddress_3,Donors_PaymentType_3,Donors_PaymentDescription_3,Donors_Value_3,Donors_IsSoleBeneficiary_3,VisitLocations_Country_2,VisitLocations_Destination_2,Donors_Name_4,Donors_IsPrivateIndividual_4,Donors_PublicAddress_4,Donors_PaymentType_4,Donors_PaymentDescription_4,Donors_Value_4,Donors_IsSoleBeneficiary_4,Donors_Name_5,Donors_IsPrivateIndividual_5,Donors_PublicAddress_5,Donors_PaymentType_5,Donors_PaymentDescription_5,Donors_Value_5,Donors_IsSoleBeneficiary_5,Updated_2
5888,International visit to France between 14 May 2024 and 18 May 2024,,2024-05-28,2024-05-28,,Visits outside the UK,4014,Lord Sharma,France,Paris,"In connection with my role as Rockefeller Foundation Climate and Finance Fellow, participating in meetings and speaking at the ""COP29-International Energy Agency High-Level Energy Transition Dialogue"".",2024-05-14,2024-05-18,,Rockefeller Foundation,False,"420 Fifth Avenue, New York City, New York, U.S.",In kind,"Transport (train £364), accommodation (£444)",808.00,True,https://interests-api.parliament.uk/api/v1/Interests/5888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5909,International visit to Ethiopia between 12 May 2024 and 17 May 2024,,2024-05-24,2024-05-28,,Visits outside the UK,4767,James Sunderland,Ethiopia,,"As Vice-Chair of the APPG on Malaria and Neglected Tropical Diseases, to see first-hand the impact of these diseases on local communities and the work of governments, civil society, health workers, research institutions and local communities in tackling them within an endemic country.",2024-05-12,2024-05-17,All-Party Parliamentary Group on Malaria and Neglected Tropical Diseases,All-Party Parliamentary Group on Malaria and Neglected Tropical Diseases,False,"c/o Malaria No More UK, Millbank Tower, 21-24 Millbank, London SW1P 4QP",In kind,"Flights (£1,170), visa (£60), accommodation (£540), travel medication (£20), food and in-country expenses (£245)",2035.00,True,https://interests-api.parliament.uk/api/v1/Interests/5909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5905,International visit to Qatar between 19 May 2024 and 23 May 2024,,2024-05-28,2024-05-28,,Visits outside the UK,1398,Wayne David,Qatar,Doha,To attend an international conference addressing foreign policy and security issues.,2024-05-19,2024-05-23,,Qatar International Academy for Security Studies,False,"Lusail, Doha, Qatar",In kind,"Flights (£4,803) and accommodation (£1,376)",6179.00,True,https://interests-api.parliament.uk/api/v1/Interests/5905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5879,International visit to Ireland between 10 May 2024 and 12 May 2024,,2024-05-24,2024-05-24,,Visits outside the UK,185,Jeremy Corbyn,Ireland,Dublin,To speak at the Robert Tressell Festival.,2024-05-10,2024-05-12,,Robert Tressell Festival Organising Committee,False,"Connect Trade Union, 6, Gardiner Row, Dublin 1",In kind,Flights (£234.60) and accommodation (£540.42),775.02,True,https://interests-api.parliament.uk/api/v1/Interests/5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5831,International visit to Italy between 19 April 2024 and 21 April 2024,,2024-05-21,2024-05-24,,Visits outside the UK,4815,Mark Logan,Italy,,German-British Dialogue.,2024-04-19,2024-04-21,,Konrad Adenauer Stiftung,False,"42 Essex Street, London WC2R 3JF",In kind,"Flights (£442), accommodation and food (£669.76)",1111.76,True,https://interests-api.parliament.uk/api/v1/Interests/5831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5852,International visit to United States between 06 May 2024 and 11 May 2024,,2024-05-23,2024-05-23,,Visits outside the UK,4829,Sam Tarry,United States,Washington DC,"Fact-finding political delegation to strengthen transatlantic relations and to discuss joint UK-US foreign policy challenges with US politicians, policymakers and experts.",2024-05-06,2024-05-11,,Coalition for Global Prosperity (CGP),False,"1 Horse Guards Avenue, London SW1A 2HU",In kind,"Transport (£487.09), accommodation, tax and room charges (£1,568.35), food (£233.20), and flights (£855.43)",3144.07,True,https://interests-api.parliament.uk/api/v1/Interests/5852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5857,International visit to United States between 28 April 2024 and 03 May 2024,,2024-05-23,2024-05-23,,Visits outside the UK,4790,Apsana Begum,United States,,To attend the United Nations Commission on Population and Development 2024.,2024-04-28,2024-05-03,"Population, Development & Reproductive Health",European Parliamentary Forum on Sexual and Reproductive Rights,False,"Sq. de Meeûs 18, 1050 Ixelles, Belgium",In kind,"Flight and visa (£884.30), accommodation (£1070.48), other travel/misc (£239.59), per diem (£551.07), other food and drinks (£177.99)",2923.43,True,https://interests-api.parliament.uk/api/v1/Interests/5857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5851,International visit to Qatar between 26 April 2024 and 01 May 2024,,2024-05-22,2024-05-23,,Visits outside the UK,4086,Alun Cairns,Qatar,,"Cross Party delegation to engage with Ministers, Council Members and Senior Officials on UK-Qatari interests focussed on foreign policy, including Qatar's role in seeking to resolve regional conflict.",2024-04-26,2024-05-01,,Ministry of Foreign Affairs,False,"Almirqab Tower, West Bay, Doha",In kind,"Flights, accommodation, food and miscellaneous costs",5800.00,True,https://interests-api.parliament.uk/api/v1/Interests/5851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5840,International visit to Bangladesh between 12 May 2024 and 18 May 2024,,2024-05-21,2024-05-22,,Visits outside the UK,4511,Dr Rupa Huq,Bangladesh,Dhaka,"To participate in the UNFPA Global Dialogues on Demographic Diversity and Sustainable Development in the framework of ICPD 30, and a mini study tour on SRHR in Bangladesh.",2024-05-12,2024-05-18,,European Parliamentary Forum for Sexual and Reproductive Rights,False,"Square de Meeûs 18, 1050 Brussels",In kind,"Flights, hotel, per diem, visa, taxi and UK transport",2051.20,True,https://interests-api.parliament.uk/api/v1/Interests/5840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5829,International visit to United States between 06 May 2024 and 10 May 2024,,2024-05-21,2024-05-22,,Visits outside the UK,4638,Mr Tanmanjeet Singh Dhesi,United States,Washington DC,"Fact-finding political delegation to strengthen transatlantic relations and to discuss joint UK-US foreign policy challenges with US politicians, policymakers and experts.",2024-05-06,2024-05-10,,Coalition for Global Prosperity (CGP),False,"1 Horse Guards Avenue, London SW1A 2HU",In kind,"Transport (£443.24), accommodation, tax and room charges (£1,568.35), food (£233.20), and flights (£855.43), airport parking (£81.70)",3181.92,True,https://interests-api.parliament.uk/api/v1/Interests/5829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5825,International visit to Qatar between 26 April 2024 and 01 May 2024,,2024-05-20,2024-05-21,,Visits outside the UK,4870,Florence Eshalomi,Qatar,Doha,"Cross Party delegation visit to engage with Qatari Ministers, senior officials, British Ambassador, council members and local organisations on UK-Qatari interests.",2024-04-26,2024-05-01,,"Ministry of Foreign Affairs, Qatar",False,"Almirqab Tower, West Bay, Doha, Qatar",In kind,"Flights, accommodation, and food",5800.00,True,https://interests-api.parliament.uk/api/v1/Interests/5825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5773,International visit to United States between 06 May 2024 and 10 May 2024,,2024-05-15,2024-05-17,,Visits outside the UK,4359,Stephen Kinnock,United States,Washington DC,"Fact-finding political delegation to strengthen transatlantic relations and to discuss joint UK-US foreign policy challenges with US politicians, policymakers and experts.",2024-05-06,2024-05-10,,Coalition for Global Prosperity (CGP),False,"1 Horse Guards Avenue, London SW1A 2HU",In kind,"Transport (£443.24), accommodation, tax and room charges (£1,568.35), food (£233.20) and flights (£855.43)",3100.22,True,https://interests-api.parliament.uk/api/v1/Interests/5773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5799,International visit to Qatar between 26 April 2024 and 30 April 2024,,2024-05-17,2024-05-17,,Visits outside the UK,4676,Marsha De Cordova,Qatar,,"Cross party delegation to engage with Ministers, Council Members and senior officials on UK-Qatari interests focussed on Foreign Policy, including Qatar's role in seeking to resolve regional conflict.",2024-04-26,2024-04-30,,"Ministry of Foreign Affairs, Qatar",False,"Almirqab Tower, West Bay, Doha, Qatar",In kind,"Flights, accommodation, in country transportation and refreshments",5800.00,True,https://interests-api.parliament.uk/api/v1/Interests/5799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5778,International visit to United States between 10 April 2024 and 12 April 2024,,2024-05-14,2024-05-16,,Visits outside the UK,1171,Liam Byrne,United States,Washington DC and Chicago,"(1) In my capacity as Chair of the Parliamentary Network on the World Bank and international Monetary Fund, to attend the World Bank IMF Spring Meetings.  (2) Invited to present a lecture at the University on the Inequality of Wealth.",2024-04-10,2024-04-12,,The Parliamentary Network on the World Bank & International Monetary Fund,False,"66 avenue d'Iéna, 75116 Paris, France",In kind,"Flights (£1,446) accommodation (£1,588) and sundries (estimated at £100)",3134.00,True,https://interests-api.parliament.uk/api/v1/Interests/5778,"The Stone Center, Harris School of Public Policy",False,"University of Chicago, 5801 S. Ellis Ave. Chicago, IL 60637, USA",In kind,Accommodation (£650) and sundries (estimated at £100),750.00,True,,,,,,,,,,,,,,,,,,,,,,,,
5781,International visit to United States between 06 May 2024 and 10 May 2024,,2024-05-15,2024-05-16,,Visits outside the UK,4860,Dr Kieran Mullan,United States,Washington DC,"Fact-finding political delegation to strengthen transatlantic relations and to discuss joint UK-US foreign policy challenges with US politicians, policymakers and experts.",2024-05-06,2024-05-10,,Coalition for Global Prosperity (CGP),False,"1 Horse Guards Avenue, London SW1A 2HU",In kind,"Transport (£443.24), accommodation, tax and room charges (£1,568.35), food (£233.20) and flights (£855.43)",3100.22,True,https://interests-api.parliament.uk/api/v1/Interests/5781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5734,International visit to Germany between 19 April 2024 and 21 April 2024,,2024-05-14,2024-05-16,,Visits outside the UK,4484,Alan Mak,Germany,,Conference attendance.,2024-04-19,2024-04-21,,Konrad-Adenauer-Stiftung,False,"42 Essex Street, London WC2R 3JF",In kind,"Flights, accommodation, transfers, catering and sundries",811.19,True,https://interests-api.parliament.uk/api/v1/Interests/5734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5743,International visit to Italy between 19 April 2024 and 21 April 2024,,2024-05-14,2024-05-16,,Visits outside the UK,4106,Sir Robert Buckland,Italy,,"German British Dialogue annual conference, bringing together parliamentarians from centre-right political parties from the UK and Germany to discuss crucial contemporary issues of mutual interest.",2024-04-19,2024-04-21,,Konrad-Adeuaner-Stiftung,False,"42 Essex Street, London WC2R 3JF",In kind,"Accommodation, transfers and flights",739.19,True,https://interests-api.parliament.uk/api/v1/Interests/5743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5641,International visit to China between 19 March 2024 and 23 March 2024,,2024-05-15,2024-05-16,,Visits outside the UK,3990,Richard Graham,China,,As part of a cross-party delegation of MPs attending 12th UK China Senior Leaders' Forum.,2024-03-19,2024-03-23,All-Party Parliamentary China Group,All Party Parliamentary China Group,False,"House of Commons, London SW1A 0AA",In kind,"Flights (£4,103), accommodation (£423), meals (£63) and visa (£305)",4894.00,True,https://interests-api.parliament.uk/api/v1/Interests/5641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5718,International visit to Qatar between 26 April 2024 and 01 May 2024,,2024-05-13,2024-05-13,,Visits outside the UK,4403,Chris Law,Qatar,,"Cross party delegation to engage with ministers, council members and senior officials on UK-Qatari interests focussed on foreign policy, including Qatar's role in seeking to resolve regional conflict and bring about stability; aviation, media, communication and technology policy.",2024-04-26,2024-05-01,,"Ministry of Foreign Affairs, Qatar",False,"Ministry of Foreign Affairs, Almirqab Tower, West Bay, Doha, Qatar",In kind,"Flights, accommodation and associated costs",5800.00,True,https://interests-api.parliament.uk/api/v1/Interests/5718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5709,International visit to Italy between 19 April 2024 and 21 April 2024,,2024-05-10,2024-05-10,,Visits outside the UK,1585,Stephen Hammond,Italy,,German British Dialogue annual conference brings together parliamentarians from centre-right political parties from both the UK and Germany to discuss crucial contemporary issues of mutual interest.,2024-04-19,2024-04-21,,Konrad-Adenauer-Stiftung,False,"42 Essex Street
London WC2R 3JF
United Kingdom",In kind,"Accommodation, transfers and flights",739.19,True,https://interests-api.parliament.uk/api/v1/Interests/5709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5679,International visit to United States between 17 April 2024 and 27 April 2024,,2024-05-08,2024-05-09,,Visits outside the UK,4097,Elizabeth Truss,United States,,To attend a variety of political meetings and events.,2024-04-17,2024-04-27,,Heritage Foundation,False,"214 Massachusetts Ave NE, Washington DC 20002-4999, USA",In kind,Accommodation for me and a staff member,4046.00,False,https://interests-api.parliament.uk/api/v1/Interests/5679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5644,International visit to Serbia between 24 April 2024 and 27 April 2024,,2024-05-08,2024-05-08,,Visits outside the UK,3939,Andrew Percy,Serbia,Novi Sad,"Attendance at an antisemitism event and the 80th anniversary event for the deportation of Novi Sad Jews, including meetings with European antisemitism charities and groups, civil society and representatives of the Serbian Jewish community.",2024-04-24,2024-04-27,,Terraforming,False,"Balzakova 16, 21000 Novi Sad, Serbia",In kind,"Return flights (£221), local travel to and from airport (£103), accommodation (£231) and food (£58)",613.00,True,https://interests-api.parliament.uk/api/v1/Interests/5644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5608,International visit to United States between 24 April 2024 and 30 April 2024,,2024-05-03,2024-05-03,,Visits outside the UK,4245,Paul Maskey,United States,Philadelphia and Pittsburgh,To speak at Irish Society of Philadelphia Annual Dinner and meet political and civic leaders and to speak at Irish America Unity Conference event on Irish Unity.,2024-04-24,2024-04-30,,Friends of Sinn Féin USA,False,"1212 Avenue of the Americas, 5th Floor
New York, NY 10036",In kind,"Flights, Dublin – Philadelphia-Pittsburgh- Dublin",895.00,True,https://interests-api.parliament.uk/api/v1/Interests/5608,Irish Society of Philadelphia,False,"325 Chestnut St, Philadelphia, PA 19106",In kind,Accommodation costs (£480) and meals (£120),600.00,True,Irish American Unity Conference,False,"1147 Lindsay Rd, Carnegie, PA 15106",In kind,Accommodation Costs,160.00,True,,,,,,,,,,,,,,,,,
5583,International visit to Belgium between 04 April 2024 and 05 April 2024,,2024-05-01,2024-05-02,,Visits outside the UK,185,Jeremy Corbyn,Belgium,Brussels,To speak at the International Conference on “Europe for the People”.,2024-04-04,2024-04-05,,Party of the European Left,False,"Square de Meeûs 25, Brussels",In kind,Travel (£226.04) and accommodation (£124.86),350.90,True,https://interests-api.parliament.uk/api/v1/Interests/5583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5553,International visit to United States between 15 April 2024 and 21 April 2024,,2024-04-30,2024-05-01,,Visits outside the UK,4014,Lord Sharma,United States,Washington DC,"In connection with my role as Rockefeller Foundation Climate and Finance Fellow, attending and speaking at events and meetings during the World Bank/IMF Spring Meetings week.",2024-04-15,2024-04-21,,Rockefeller Foundation,False,"420 Fifth Avenue, New York City, NY 10081, United States of America",In kind,"Flights & ground transport (£10,051.88) and accommodation & meals (£4,936.53)",14988.41,True,https://interests-api.parliament.uk/api/v1/Interests/5553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5574,International visit to United States between 16 April 2024 and 21 April 2024,,2024-05-01,2024-05-01,,Visits outside the UK,4082,Lisa Nandy,United States,Washington DC,To attend IMF/World Bank Spring meetings in my capacity of Shadow Cabinet Minister for International Development.,2024-04-16,2024-04-21,,Eleanor Crook Foundation,False,"1049 30th Street NW, Washington DC 20007",In kind,"Flights, accommodation, food and subsistence for myself and a member of staff",5554.56,False,https://interests-api.parliament.uk/api/v1/Interests/5574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5566,International visit to Italy between 19 April 2024 and 21 April 2024,,2024-05-01,2024-05-01,,Visits outside the UK,1526,Greg Hands,Italy,Cadenabbia,To attend the German-British Dialogue.,2024-04-19,2024-04-21,,Konrad Adenauer Foundation,False,"42 Essex Street, London WC2R 3JF",In kind,"Flights (£412), airport transfer (£94), accommodation and meals (£359)",865.00,True,https://interests-api.parliament.uk/api/v1/Interests/5566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5479,International visit to Israel between 07 April 2024 and 10 April 2024,,2024-04-26,2024-04-26,,Visits outside the UK,4131,Jim Shannon,Israel,Tel Aviv and Kfar Aza,UK and German State Parliamentarian Delegation to Israel.,2024-04-07,2024-04-10,,European Leadership Network (ELNET UK),False,"Epworth House, 25 City Rd, London EC1Y 1AA",In kind,"Accommodation (£892), flights (£1081) and food (£344)",2317.00,True,https://interests-api.parliament.uk/api/v1/Interests/5479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5506,International visit to Belgium on 16 April 2024,,2024-04-25,2024-04-25,,Visits outside the UK,4475,Suella Braverman,Belgium,,To speak at a conference in Brussels.,2024-04-16,2024-04-16,,Edmund Burke Foundation,False,"Edmund Burke Foundation, 300 Independence Avenue SE, Washington, DC 20003",In kind,"Eurostar train tickets, return London-Brussels, plus transfers",766.15,True,https://interests-api.parliament.uk/api/v1/Interests/5506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5478,International visit to United Arab Emirates between 11 April 2024 and 15 April 2024,,2024-04-24,2024-04-25,,Visits outside the UK,4106,Sir Robert Buckland,United Arab Emirates,Dubai,To attend and speak at a Conference.,2024-04-11,2024-04-15,,Oxford Centre for Leadership,False,"103-105 The Covered Market, Oxford OX1 8DY",In kind,Flights to and from Dubai and hotel accommodation,1500.00,True,https://interests-api.parliament.uk/api/v1/Interests/5478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5494,International visit to Saudi Arabia between 11 January 2024 and 13 January 2024,,2024-04-24,2024-04-25,,Visits outside the UK,4460,Ms Nusrat Ghani,Saudi Arabia,Jeddah,Personal visit.,2024-01-11,2024-01-13,,"Minister of Industry and Mineral Resources, Kingdom of Saudi Arabia",False,"King Fahd Street, 12363 Riyadh",In kind,Return flights from Riyadh to Jeddah,886.10,True,https://interests-api.parliament.uk/api/v1/Interests/5494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5493,International visit to Israel between 31 March 2024 and 04 April 2024,,2024-04-25,2024-04-25,,Visits outside the UK,4475,Suella Braverman,Israel,,Solidarity visit to Israel following October 7th attacks.,2024-03-31,2024-04-04,,National Jewish Assembly,False,"National Jewish Assembly, Suite 12, 116 Ballards Lane, London N3 2DN",In kind,"A four night trip to Israel for my husband and I including
flights (£989.74 for two return flights to Tel Aviv), accommodation, meals and visits within Israel (£26,811.53)",27801.27,False,https://interests-api.parliament.uk/api/v1/Interests/5493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5465,International visit to China between 20 March 2024 and 23 March 2024,,2024-04-23,2024-04-24,,Visits outside the UK,4815,Mark Logan,China,,APPG China trip.,2024-03-20,2024-03-23,All-Party Parliamentary China Group,Great Britain China Centre,False,"Kings Building, Smith Square, London SW1P 3HQ",In kind,"Flights, hotel, meals and drinks",2296.00,True,https://interests-api.parliament.uk/api/v1/Interests/5465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5378,International visit to United Arab Emirates between 23 March 2024 and 25 March 2024,,2024-04-18,2024-04-23,,Visits outside the UK,111,Nick Gibb,United Arab Emirates,,To visit schools.,2024-03-23,2024-03-25,,GEMS Education,False,"GEMS Education Corporate Office, PO Box 8607, Sheikh Zayed Road, Al Quoz 3, Dubai, UAE",In kind,Flights and accommodation,6513.00,True,https://interests-api.parliament.uk/api/v1/Interests/5378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5442,International visit to Somalia between 04 April 2024 and 08 April 2024,,2024-04-17,2024-04-23,,Visits outside the UK,114,Tim Loughton,Somalia,Somaliland,"Visit to discuss politics and geopolitics in the Horn of Africa, including meetings with the president, ministers and other officials and organisations.",2024-04-04,2024-04-08,,Somaliland Presidency,False,"Presidential Palace, Road No. 1, Hargeisa, Somaliland",In kind,"Flights (£950), accommodation for 3 nights (£250) and Subsistence (£180)",1380.00,True,https://interests-api.parliament.uk/api/v1/Interests/5442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5333,International visit to China between 19 March 2024 and 25 March 2024,,2024-04-16,2024-04-19,,Visits outside the UK,1425,Mr Jonathan Djanogly,China,Beijing,"To attend 12th Senior Leader's Forum, engagements with British business and other connected meetings.",2024-03-19,2024-03-25,All Party parliamentary China Group,All Party Parliamentary China Group,False,"House of Commons, London SW1A OAA",In kind,"Flights/visa (£2,399); accommodation (£423) and meals (£63)",2885.00,False,https://interests-api.parliament.uk/api/v1/Interests/5333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5180,International visit to Taiwan between 29 March 2024 and 05 April 2024,,2024-04-16,2024-04-18,,Visits outside the UK,1533,Dame Diana Johnson,Taiwan,,"Delegation to Taipei organised by Labour Friends of Taiwan to meet with the President, Foreign Minister, Speaker of the Taiwanese Parliament and other officials.",2024-03-29,2024-04-05,,Taiwanese Ministry of Foreign Affairs,False,"2, Ketagalan Blvd., Zhongzheng Dist., Taipei City 100202, Taiwan",In kind,"Flights, accommodation, local transportation and meals",6832.00,True,https://interests-api.parliament.uk/api/v1/Interests/5180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5289,International visit to Israel between 24 March 2024 and 28 March 2024,,2024-04-11,2024-04-15,,Visits outside the UK,298,Lord McCabe,Israel,,"Fact-finding visit. Meeting with Israeli and Palestinian politicians, academics, activists and diplomats.",2024-03-24,2024-03-28,,Labour Friends of Israel,False,"BM LFI, London WC1N 3XX",In kind,"Flights, accommodation and meals",2400.00,True,https://interests-api.parliament.uk/api/v1/Interests/5289,,,,,,,,,,,,,,,Palestine,,,,,,,,,,,,,,,,
5087,International visit to China between 19 March 2024 and 23 March 2024,,2024-04-15,2024-04-15,,Visits outside the UK,4523,Catherine West,China,Beijing,APPG China Group visit to participate in the 12th UK-China Senior Leadership Forum and Parliamentary delegation.,2024-03-19,2024-03-23,All-Party Parliamentary China Group,Great Britain China Centre,False,"Kings Buildings, Smith Square, London SW1P 3HQ",In kind,"Flight (£1,217), hotel stays (three nights from 20-23 March, £423), meals and drinks (£63), and visa costs (£305)",2008.00,True,https://interests-api.parliament.uk/api/v1/Interests/5087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4664,International visit to Slovenia between 22 February 2024 and 24 February 2024,,2024-03-07,2024-04-15,2024-03-22,Visits outside the UK,185,Jeremy Corbyn,Slovenia,Ljubljana,To speak at Levica conference.,2024-02-22,2024-02-24,,Levica (The Left Slovenia),False,"Prešernova cesta 3, 1000 Ljubljana, Slovenia",In kind,Flights (£537.46) and accommodation (£209),746.46,True,https://interests-api.parliament.uk/api/v1/Interests/4664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4749,International visit to Switzerland between 28 January 2024 and 29 January 2024,,2024-03-13,2024-04-15,2024-04-11,Visits outside the UK,3966,Ian Murray,Switzerland,Lusanne,Delegation to examine pumped hydro.,2024-01-28,2024-01-29,,Glen Earrach Energy Ltd,False,"50 Lothian Road, Festival Square, Edinburgh EH3 9WJ",In kind,"Hotel, travel and costs for myself and my political adviser",1498.00,False,https://interests-api.parliament.uk/api/v1/Interests/4749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5145,International visit to Taiwan between 29 March 2024 and 05 April 2024,,2024-04-11,2024-04-14,,Visits outside the UK,1521,Mrs Sharon Hodgson,Taiwan,Taipei,"Delegation organised by Labour Friends of Taiwan to meet with the President, Foreign Minister, Speaker of the Taiwanese Parliament and other officials.",2024-03-29,2024-04-05,,Taiwanese Ministry of Foreign Affairs,False,"2, Ketagalan Blvd., Zhongzheng Dist., Taipei City 100202, Taiwan",In kind,"Flights, accommodation and meals",6832.00,True,https://interests-api.parliament.uk/api/v1/Interests/5145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5242,International visit to Taiwan between 29 March 2024 and 05 April 2024,,2024-04-12,2024-04-14,,Visits outside the UK,4979,Andrew Western,Taiwan,Taipei,"Delegation organised by Labour Friends of Taiwan to meet with the President, Foreign Minister, Speaker of the Taiwanese Parliament and other officials.",2024-03-29,2024-04-05,,Taiwanese Ministry of Foreign Affairs,False,"2, Ketagalan Blvd., Zhongzheng Dist., Taipei City 100202, Taiwan",In kind,"Flights, accommodation, local transportation and meals",6832.00,True,https://interests-api.parliament.uk/api/v1/Interests/5242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5218,International visit to Israel between 24 March 2024 and 28 March 2024,,2024-04-11,2024-04-14,,Visits outside the UK,5010,Damien Egan,Israel,Israel and Palestinian Territories,"Fact finding visit. Meeting with Israeli and Palestinian politicians, academics, activists and diplomats.",2024-03-24,2024-03-28,,Labour Friends of Israel,False,"BM LFI, London WC1N 3XX",In kind,"Flights, accommodation and meals",2400.00,True,https://interests-api.parliament.uk/api/v1/Interests/5218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5183,International visit to Taiwan between 29 March 2024 and 05 April 2024,,2024-04-10,2024-04-10,,Visits outside the UK,4811,Navendu Mishra,Taiwan,Taipei,"Delegation to Taipei organised by Labour Friends of Taiwan to meet with the President, Foreign Minister, Speaker of the Taiwanese Parliament and other officials.",2024-03-29,2024-04-05,,Taiwanese Ministry of Foreign Affairs,False,"2, Ketagalan Blvd., Zhongzheng Dist., Taipei City 100202, Taiwan",In kind,"Flights (£5,420), hotel (£1040) local transportation (£32) and food (£340)",6832.00,False,https://interests-api.parliament.uk/api/v1/Interests/5183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4477,International visit to Azerbaijan between 07 March 2024 and 12 March 2024,,2024-03-19,2024-04-09,2024-03-27,Visits outside the UK,4671,Afzal Khan,Azerbaijan,,To attend and speak on a panel event at the International Conference on Islamophobia 2024 in Baku.,2024-03-07,2024-03-12,,Baku International Multiculturalism Centre,False,"9R6M+2MW, Funicular, Shovkat Alakbarova, Baku, Azerbaijan",In kind,"Accommodation (£484), international flights (£560) and subsistence and internal travel (£350)",1394.00,True,https://interests-api.parliament.uk/api/v1/Interests/4477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5090,International visit to United States between 15 March 2024 and 18 March 2024,,2024-04-04,2024-04-09,,Visits outside the UK,4245,Paul Maskey,United States,New York City,To lead a west Belfast tourism delegation to carry out and participate in a series of engagements with key stakeholders and supporters of west Belfast tourism in New York City. Included the delivery of TWU hosted events notably the Quill-Connolly lecture and the James Connolly Irish American Labor Coalition Luncheon.,2024-03-15,2024-03-18,,Féile an Phobail,False,"St Comgalls, Divis Street BT12 4AQ",In kind,Flights,1100.00,True,https://interests-api.parliament.uk/api/v1/Interests/5090,Transport Workers Union USA,False,"Transport Workers Union, 1220 19th St NW 6th Floor, Washington, DC 20036, USA",In kind,"Travel to and from airport, hotel and meetings, accommodation and meals",1500.00,True,,,,,,,,,,,,,,,,,,,,,,,,
5140,International visit to Switzerland on 27 March 2024,,2024-04-08,2024-04-08,,Visits outside the UK,163,Sir Stephen Timms,Switzerland,Geneva,Discussions about Sri Lanka with country delegations to the UN Human Rights Council.,2024-03-27,2024-03-27,,British Tamils Forum,False,"Unit 1, Tamil House, Fountayne Business Centre, Broad Lane, London N15 4AG",In kind,"Flight to Geneva (£268.39), hotel accommodation at Heathrow the night before (£85.86) and meals during the day (£30 approx.)",375.00,False,https://interests-api.parliament.uk/api/v1/Interests/5140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
