ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,RegularityOfPayment,StartDate,EndDate,PeriodForHoursWorked,JobTitle,PaymentType,PaymentDescription,Value,HoursWorked,HoursDetails,IsUltimatePayerDifferent,UltimatePayerName,UltimatePayerProtectedByConfidentiality,UltimatePayerAddress,UltimatePayerNatureOfBusiness,IsPaymentDonated,DonateePaidBy,DonateeType,DonateeDetails,Link,Updated_2,Updated_3,Updated_4,Updated_5,Updated_6,Updated_7,Updated_8,Updated_9,Updated_10,Updated_11,Updated_12,Updated_13,Updated_14,Updated_15,Updated_16,Updated_17
4920,"Agreement starting 01 January 2022 - £2,000.00",4919,2022-01-26,2024-03-18,2022-02-07,Employment and earnings - Ongoing paid employment,4458,Conor McGinn,Yearly,2022-01-01,,Yearly,,Monetary,as a taxable set amount in lieu of any expenses incurred.,2000.00,30.00,approx.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4920,,,,,,,,,,,,,,,,
4841,"Agreement starting 01 January 2021 - £60,000.00",4840,2021-01-25,2024-03-18,,Employment and earnings - Ongoing paid employment,1585,Stephen Hammond,Yearly,2021-01-01,,Yearly,,Monetary,paid monthly for providing political advice on business and finance.,60000.00,100.00,(between 50 and 100 hours per year),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4841,,,,,,,,,,,,,,,,
5219,"Agreement starting 31 October 2022 - £4,166.67",5217,2022-11-28,2024-03-18,,Employment and earnings - Ongoing paid employment,4093,Stephen McPartland,Monthly,2022-10-31,,Monthly,,Monetary,,4166.67,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5219,,,,,,,,,,,,,,,,
4681,"Agreement starting 15 February 2021 - £26,000.00",4680,,2024-03-18,2015-05-31,Employment and earnings - Ongoing paid employment,435,Lord Brady of Altrincham,Yearly,2021-02-15,,Monthly,,Monetary,paid monthly,26000.00,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4681,2015-11-13,2017-07-03,2020-06-18,2020-12-15,2021-03-04,,,,,,,,,,,
4719,"Agreement starting 04 April 2023 - £50,000.00",4718,2023-04-04,2024-03-18,,Employment and earnings - Ongoing paid employment,4008,Dame Caroline Dinenage,Yearly,2023-04-04,,Monthly,,Monetary,"paid monthly, plus reimbursed expenses",50000.00,25.00,approx.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4719,,,,,,,,,,,,,,,,
4721,"Agreement starting 10 November 2020 - £30,000.00",4720,2020-12-01,2024-03-18,,Employment and earnings - Ongoing paid employment,1425,Mr Jonathan Djanogly,Yearly,2020-11-10,,Yearly,,Monetary,,30000.00,32.00,approx.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4721,,,,,,,,,,,,,,,,
4837,"Agreement starting 01 September 2023 - £8,000.00",4836,2023-09-01,2024-03-18,,Employment and earnings - Ongoing paid employment,4074,Mark Garnier,Yearly,2023-09-01,,Yearly,,Monetary,,8000.00,50.00,(maximum),False,,False,,,True,Paid direct to the recipient by the payer,Other,Kemyel Ltd,https://interests-api.parliament.uk/api/v1/Interests/4837,,,,,,,,,,,,,,,,
4856,"Agreement starting 01 April 2020 - £41,713.60",4855,2020-04-29,2024-03-18,2022-04-22,Employment and earnings - Ongoing paid employment,350,Sir John Hayes,Yearly,2020-04-01,,Yearly,,Monetary,paid monthly,41713.60,30.00,(between 20 and 30 hrs),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4856,2023-09-29,,,,,,,,,,,,,,,
4848,"Agreement starting 29 May 2018 - £30,000.00",4847,2018-06-28,2024-03-18,2018-12-12,Employment and earnings - Ongoing paid employment,350,Sir John Hayes,Yearly,2018-05-29,,Yearly,,Monetary,"paid quarterly (previously £20,000)",30000.00,50.00,(between 40 and 50 hrs),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4848,2019-07-25,2023-09-29,,,,,,,,,,,,,,
4850,"Agreement starting 01 September 2018 - £50,000.00",4849,2018-09-28,2024-03-18,2018-12-12,Employment and earnings - Ongoing paid employment,350,Sir John Hayes,Yearly,2018-09-01,,Yearly,,Monetary,,50000.00,90.00,(between 80 and 90 hrs),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4850,,,,,,,,,,,,,,,,
4046,"Agreement - £7,061.00",4045,2023-01-06,2024-03-16,,Employment and earnings - Ongoing paid employment,4979,Andrew Western,Yearly,,2023-05-04,Weekly,,Monetary,councillor’s allowance paid monthly,7061.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4046,,,,,,,,,,,,,,,,
4271,Agreement starting 17 May 2023 - £500.00,4270,2023-05-22,2024-03-16,,Employment and earnings - Ongoing paid employment,4498,Mr Ranil Jayawardena,Monthly,2023-05-17,,Weekly,,Monetary,for providing strategic business and geopolitical advice.,500.00,2.00,approximately,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4271,,,,,,,,,,,,,,,,
4048,"Agreement starting 01 April 2022 - £5,171.04",4047,2022-04-29,2024-03-16,2023-05-09,Employment and earnings - Ongoing paid employment,4863,Selaine Saxby,Yearly,2022-04-01,2023-05-25,Weekly,,Monetary,paid monthly,5171.04,4.00,approx.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4048,,,,,,,,,,,,,,,,
4042,"Agreement starting 01 October 2022 - £5,000.00",4041,2022-10-20,2024-03-16,,Employment and earnings - Ongoing paid employment,1528,Sir Mike Penning,Monthly,2022-10-01,,Monthly,,Monetary,,5000.00,18.00,maximum,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4042,,,,,,,,,,,,,,,,
4056,"Agreement starting 01 June 2021 - £30,000.00",4055,2021-06-11,2024-03-16,,Employment and earnings - Ongoing paid employment,4086,Alun Cairns,Yearly,2021-06-01,,Yearly,,Monetary,for providing strategic advice to the Board,30000.00,84.00,maximum,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4056,,,,,,,,,,,,,,,,
4221,"Agreement starting 01 April 2023 - £25,000.00",4217,2023-04-14,2024-03-16,,Employment and earnings - Ongoing paid employment,3912,Richard Fuller,Yearly,2023-04-01,,Monthly,,Monetary,paid quarterly,25000.00,10.00,expected commitment,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4221,,,,,,,,,,,,,,,,
4032,"Agreement starting 01 October 2020 - £2,000.00",4031,2020-10-26,2024-03-16,2021-10-06,Employment and earnings - Ongoing paid employment,253,Mr Laurence Robertson,Monthly,2020-10-01,2023-06-30,Monthly,,Monetary,,2000.00,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4032,2022-10-25,2023-04-04,2023-06-14,,,,,,,,,,,,,
4040,Agreement starting 01 December 2020 - £750.00,4039,2020-12-16,2024-03-16,,Employment and earnings - Ongoing paid employment,1528,Sir Mike Penning,Monthly,2020-12-01,,Monthly,,Monetary,for providing lay advice to the Chairman and the Board of Directors,750.00,1.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4040,,,,,,,,,,,,,,,,
4180,"Agreement starting 01 March 2023 - £100,000.00",4178,2023-03-07,2024-03-16,,Employment and earnings - Ongoing paid employment,4743,Lee Anderson,Yearly,2023-03-01,,Weekly,,Monetary,paid monthly,100000.00,8.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4180,,,,,,,,,,,,,,,,
4197,"Agreement starting 01 December 2019 - £33,900.00",4196,2020-01-09,2024-03-16,,Employment and earnings - Ongoing paid employment,373,David Davis,Yearly,2019-12-01,,Yearly,,Monetary,paid quarterly,33900.00,16.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4197,,,,,,,,,,,,,,,,
4227,Agreement - £220.00,4224,2020-01-09,2024-03-16,,Employment and earnings - Ongoing paid employment,4772,Kenny MacAskill,Monthly,,,Monthly,,Monetary,,220.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4227,,,,,,,,,,,,,,,,
4034,"Agreement - £3,000.00",4033,2020-01-07,2024-03-16,,Employment and earnings - Ongoing paid employment,4739,Jerome Mayhew,Yearly,,,Yearly,,Monetary,,3000.00,20.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4034,,,,,,,,,,,,,,,,
4052,"Agreement starting 01 September 2023 - £1,500.00",4051,2023-03-16,2024-03-16,2023-09-01,Employment and earnings - Ongoing paid employment,1565,Sir Philip Davies,Monthly,2023-09-01,,Monthly,,Monetary,,1500.00,10.00,approx,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4052,,,,,,,,,,,,,,,,
4054,"Agreement starting 24 April 2019 - £27,000.00",4053,2019-04-29,2024-03-16,2022-03-28,Employment and earnings - Ongoing paid employment,3950,Dame Tracey Crouch,Yearly,2019-04-24,2025-04-23,Monthly,,Monetary,plus reimbursed expenses,27000.00,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4054,,,,,,,,,,,,,,,,
4235,Agreement - £200.00,4233,2020-01-09,2024-03-16,,Employment and earnings - Ongoing paid employment,4772,Kenny MacAskill,Weekly,,,Weekly,,Monetary,,200.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4235,,,,,,,,,,,,,,,,
4038,"Agreement starting 01 September 2019 - £2,916.00",4037,2019-09-02,2024-03-16,,Employment and earnings - Ongoing paid employment,1528,Sir Mike Penning,Monthly,2019-09-01,,Monthly,,Monetary,,2916.00,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4038,,,,,,,,,,,,,,,,
4186,"Agreement starting 10 May 2021 - £49,824.00",4184,2017-07-10,2024-03-16,2018-03-27,Employment and earnings - Ongoing paid employment,4663,Ben Bradley,Yearly,2021-05-10,2022-03-31,Weekly,,Monetary,"(paid monthly) comprised of my salary as Council Leader (£35,211) plus my basic allowance (£14,613).",49824.00,30.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4186,2018-12-06,2019-05-07,2021-05-19,2024-04-19,,,,,,,,,,,,
4202,"Agreement starting 12 December 2019 - £16,948.00",4200,2020-01-09,2024-03-16,2023-07-07,Employment and earnings - Ongoing paid employment,373,David Davis,Yearly,2019-12-12,2023-05-31,Yearly,,Monetary,paid monthly,16948.00,168.00,approx.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4202,,,,,,,,,,,,,,,,
5245,"Agreement starting 07 October 2022 - £20,000.00",5126,2022-10-27,2024-03-15,,Employment and earnings - Ongoing paid employment,3945,Sir Sajid Javid,Yearly,2022-10-07,,Monthly,,Monetary,paid to me by SJ Office Ltd.,20000.00,12.00,(expected),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5245,,,,,,,,,,,,,,,,
4958,"Agreement starting 12 February 2024 - £7,237.00",4957,2024-02-13,2024-02-18,,Employment and earnings - Ongoing paid employment,3932,Dr Dan Poulter,Monthly,2024-02-12,,Yearly,,Monetary,,7237.00,840.00,approx.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4958,,,,,,,,,,,,,,,,
4690,"Agreement starting 01 March 2023 - £3,000.00",4689,2023-03-01,2023-03-01,,Employment and earnings - Ongoing paid employment,435,Lord Brady of Altrincham,Monthly,2023-03-01,,Monthly,,Monetary,,3000.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4690,,,,,,,,,,,,,,,,
