ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,JobTitle,StartDate,EndDate,IsUntilFurtherNotice,PayerName,PayerIsPrivateIndividual,IsPaidAsDirectorOfPayer,PayerNatureOfBusiness,PayerPublicAddress,HasSoughtAcobaAdvice,Link,Updated_2,Updated_3,Updated_4,Updated_5,Updated_6,Updated_7,Updated_8
4367,Broadcast appearances,,,2024-03-18,,Employment and earnings,4370,Jess Phillips,Broadcast appearances,,,False,News UK & Ireland,False,False,,"1 London Bridge St, London SE1 9GF",,https://interests-api.parliament.uk/api/v1/Interests/4367,,,,,,,
5006,Councillor - Hillingdon Council,,2023-08-01,2024-03-18,,Employment and earnings,4994,Steve Tuckwell,Councillor,,,False,Hillingdon Council,False,False,,"London Borough of Hillingdon, Civic Centre, High Street, Uxbridge UB8 1UW",,https://interests-api.parliament.uk/api/v1/Interests/5006,,,,,,,
5017,Adviser,,,2024-03-18,,Employment and earnings,4108,Sir Gavin Williamson,Adviser,2023-02-21,,False,RTC Education Ltd,False,False,A provider of undergraduate and postgraduate education programmes to UK and international students.,"153 Great Titchfield Street, London W1W 5BD",True,https://interests-api.parliament.uk/api/v1/Interests/5017,,,,,,,
4887,Consultant - Civitas Investment Management,,2023-07-10,2024-03-18,,Employment and earnings,4009,Sir Brandon Lewis,Consultant,2023-06-14,,False,Civitas Investment Management,False,False,,"25 Maddox Street, London W1S 2QN",True,https://interests-api.parliament.uk/api/v1/Interests/4887,,,,,,,
4963,"Lead Marketing Counsel and Vice Chairman of the Advisory Board - Linden Energy Holdings, Inc",,,2024-03-18,,Employment and earnings,1576,Mark Pritchard,Lead Marketing Counsel and Vice Chairman of the Advisory Board,,,False,"Linden Energy Holdings, Inc",False,False,an energy development company and a client of MAP Advisory Ltd,"700 Milam Street, Suite 1300, Houston, Texas, 77002, USA",,https://interests-api.parliament.uk/api/v1/Interests/4963,,,,,,,
3786,Speaking engagement,,,2024-03-18,,Employment and earnings,4014,Lord Sharma,Speaking engagement,,,False,CWG Speakers,False,False,,"21 Woodlands Close, #08-44 Primz Bizhub, Singapore 737854",,https://interests-api.parliament.uk/api/v1/Interests/3786,,,,,,,
3776,Newspaper articles - Associated Newspapers Ltd,,2024-01-19,2024-03-18,,Employment and earnings,4681,Bob Seely,Newspaper articles,,,False,Associated Newspapers Ltd,False,True,,"Northcliffe House, 2 Derry Street, London W8 5TT",,https://interests-api.parliament.uk/api/v1/Interests/3776,,,,,,,
4321,Presenting TV programmes - GB News,,,2024-03-18,,Employment and earnings,4084,Esther McVey,Presenting TV programmes,,,False,GB News,False,False,,"Riverbank House, 2 Swan Lane, London EC4R 3TT",,https://interests-api.parliament.uk/api/v1/Interests/4321,,,,,,,
4405,Writing articles - Telegraph,,2023-04-12,2024-03-18,,Employment and earnings,4099,Sir Jacob Rees-Mogg,Writing articles,,,False,Telegraph,False,False,,"111 Buckingham Palace Road, London SW1W 0DT",,https://interests-api.parliament.uk/api/v1/Interests/4405,,,,,,,
4901,Partner - Beak Kemmenoe,,,2024-03-18,,Employment and earnings,4529,Lord Mackinlay of Richborough,Partner,,,False,Beak Kemmenoe,False,False,Chartered Accountants and Chartered Tax Advisers,"1-3 Manor Road, Chatham, Kent ME4 6AE",,https://interests-api.parliament.uk/api/v1/Interests/4901,,,,,,,
5132,Speaking event - This is Spoken,,2023-11-16,2024-03-18,,Employment and earnings,1539,Mr Ben Wallace,Speaking event,,,False,This is Spoken,False,False,,"Somerset House, The Strand, London WC2R 1LA",True,https://interests-api.parliament.uk/api/v1/Interests/5132,,,,,,,
4972,Marketing advice,,2024-01-17,2024-03-18,,Employment and earnings,1576,Mark Pritchard,Marketing advice,,,False,Redway AG,False,False,An engineering and technical services company and a client of MAP Advisory Ltd.,"Oberer Graben 4-6, 9001, St Gallen, Switzerland",,https://interests-api.parliament.uk/api/v1/Interests/4972,,,,,,,
4704,Legal services - MML Law,,2023-09-26,2024-03-18,,Employment and earnings,4419,Joanna Cherry,Legal services,,,False,MML Law,False,False,,"Meadowplace Buildings, Bell Street, Dundee DD1 1EJ",,https://interests-api.parliament.uk/api/v1/Interests/4704,,,,,,,
4863,Hosting a radio programme - Global Radio Services Ltd,,2023-11-21,2024-03-18,,Employment and earnings,3945,Sir Sajid Javid,Hosting a radio programme,,,False,Global Radio Services Ltd,False,False,,"30 Leicester Square, London WC2H 7LA",,https://interests-api.parliament.uk/api/v1/Interests/4863,,,,,,,
3871,Writing and adapting a book - United Agents,,,2024-03-18,,Employment and earnings,1446,Chris Bryant,Writing and adapting a book,,,False,United Agents,False,False,,"12-26 Lexington Street, London W1F 0LE",,https://interests-api.parliament.uk/api/v1/Interests/3871,,,,,,,
4876,Presenting a TV documentary,,,2024-03-18,,Employment and earnings,4858,Danny Kruger,Presenting a TV documentary,,,False,Love Productions,False,False,,"15 Macklin Street, London WC2B",,https://interests-api.parliament.uk/api/v1/Interests/4876,,,,,,,
4976,Member of the Advisory Board - EPIC Private Equity,,2015-05-01,2024-03-18,,Employment and earnings,14,Lord Redwood,Member of the Advisory Board,2016-10-01,,False,EPIC Private Equity,False,False,,"Audrey House, 16-20 Ely Place, London EC1N 6SN",,https://interests-api.parliament.uk/api/v1/Interests/4976,,,,,,,
4992,Partner - CH Spencer and Son,,2010-05-31,2024-03-18,,Employment and earnings,4055,Sir Mark Spencer,Partner,,,False,CH Spencer and Son,False,False,Farming,"Spring Lane Farm, Mapperley Plains, Notts",,https://interests-api.parliament.uk/api/v1/Interests/4992,,,,,,,
4842,Non- Executive Director - Optibiotix Health plc,,2023-03-03,2024-03-18,,Employment and earnings,1585,Stephen Hammond,Non- Executive Director,2021-03-02,2023-07-26,True,Optibiotix Health plc,False,False,life sciences,"Innovation Centre, Innovation Way, Heslington, York YO10 5DG",True,https://interests-api.parliament.uk/api/v1/Interests/4842,,,,,,,
4294,Writing articles - Guardian News and Media Ltd,,2023-09-21,2024-03-18,,Employment and earnings,3930,Caroline Lucas,Writing articles,,,False,Guardian News and Media Ltd,False,False,,"Kings Place, 90 York Way, London N1 9GU",,https://interests-api.parliament.uk/api/v1/Interests/4294,,,,,,,
4349,Panellist,,,2024-03-18,,Employment and earnings,4048,Caroline Nokes,Panellist,,,False,News UK & Ireland Limited,False,False,,"PO Box 151, Peterborough PE7 8YT",,https://interests-api.parliament.uk/api/v1/Interests/4349,,,,,,,
4402,Writing articles - Associated Newspapers,,2023-07-07,2024-03-18,,Employment and earnings,4099,Sir Jacob Rees-Mogg,Writing articles,,,False,Associated Newspapers,False,False,,"Northcliffe House, 2 Derry Street, Kensington, London W8 5TT",,https://interests-api.parliament.uk/api/v1/Interests/4402,,,,,,,
4335,Writing a book,,,2024-03-18,,Employment and earnings,1211,Sir Andrew Mitchell,Writing a book,,,False,AM Heath & Co Ltd,False,False,,"5 Warwick Court, London WC1R 5DJ",,https://interests-api.parliament.uk/api/v1/Interests/4335,,,,,,,
4940,Legal services provided before my election to Parliament,,,2024-03-18,,Employment and earnings,4514,Sir Keir Starmer,Legal services provided before my election to Parliament,,,False,Birnberg Pierce,False,False,,"14 Inverness Street, London NW1 7HJ",,https://interests-api.parliament.uk/api/v1/Interests/4940,,,,,,,
4981,Member of the Scottish Parliament - Scottish Parliament,,2022-07-14,2024-03-18,2023-05-30,Employment and earnings,4627,Douglas Ross,Member of the Scottish Parliament,,,False,Scottish Parliament,False,False,,Edinburgh EH99 1SP,,https://interests-api.parliament.uk/api/v1/Interests/4981,,,,,,,
4791,Writing articles in Diplomat Magazine - Aros Corporation Ltd,,,2024-03-18,2024-04-30,Employment and earnings,40,Sir Bernard Jenkin,Writing articles in Diplomat Magazine,,,False,Aros Corporation Ltd,True,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4791,,,,,,,
4965,Marketing advice - Redway AG,,,2024-03-18,,Employment and earnings,1576,Mark Pritchard,Marketing advice,,,False,Redway AG,False,False,an engineering and technical services company and a client of MAP Advisory Ltd,"Oberer Graben 4-6, 9001, St Gallen, Switzerland",,https://interests-api.parliament.uk/api/v1/Interests/4965,,,,,,,
5217,Non-executive director - Furniture Village Limited,,2015-01-07,2024-03-18,2015-07-07,Employment and earnings,4093,Stephen McPartland,Non-executive director,2022-10-31,,False,Furniture Village Limited,False,True,Furniture retailer,"258 Bath Road, Slough, Berkshire SL1 4DX",True,https://interests-api.parliament.uk/api/v1/Interests/5217,2017-06-16,2020-10-09,2022-07-15,2022-11-28,,,
4702,Columnist for the National - Newsquest Ltd,,2020-11-18,2024-03-18,,Employment and earnings,4419,Joanna Cherry,Columnist for the National,2020-09-03,,False,Newsquest Ltd,False,False,,"Loudwater Mill, Station Road, High Wycombe HP10 9TY",,https://interests-api.parliament.uk/api/v1/Interests/4702,,,,,,,
3814,Radio appearances - News UK,,2024-01-08,2024-03-18,,Employment and earnings,4060,Sir Jake Berry,Radio appearances,,,False,News UK,False,False,,"1 London Bridge Street, London SE1 9GF",,https://interests-api.parliament.uk/api/v1/Interests/3814,,,,,,,
3784,Virtual speaking-panel engagement,,,2024-03-18,,Employment and earnings,4014,Lord Sharma,Virtual speaking-panel engagement,,,False,Chartwell Partners Ltd,False,False,,"Unit 28, Colonnade Walk, 123 Buckingham Palace Road, London SW1W 9SH",,https://interests-api.parliament.uk/api/v1/Interests/3784,,,,,,,
4337,Speaking engagement - Beaverbrook Foundation,,2024-01-04,2024-03-18,,Employment and earnings,4017,Penny Mordaunt,Speaking engagement,,,False,Beaverbrook Foundation,False,False,,"19 Crown Passage, London SW1Y 6PP",,https://interests-api.parliament.uk/api/v1/Interests/4337,,,,,,,
5020,Royalty payments,,,2024-03-18,,Employment and earnings,1440,Pete Wishart,Royalty payments,,,False,Ridge Records Limited,False,True,,"1 York Street, Aberdeen AB11 5DL.",,https://interests-api.parliament.uk/api/v1/Interests/5020,,,,,,,
4596,"Royalty payments for writing two editions of a book. The first edition was published in 2013, the second in 2021. - Pearson Education",,2015-05-01,2024-03-18,,Employment and earnings,1390,Mr John Baron,"Royalty payments for writing two editions of a book. The first edition was published in 2013, the second in 2021.",,,False,Pearson Education,False,False,,Harlow CM17 9NA,,https://interests-api.parliament.uk/api/v1/Interests/4596,,,,,,,
3771,A painting - Rt Hon Steve Baker MP,,2023-10-25,2024-03-18,,Employment and earnings,4812,Dean Russell,A painting,,,False,Rt Hon Steve Baker MP,True,False,,,,https://interests-api.parliament.uk/api/v1/Interests/3771,,,,,,,
3766,Interviews with GB News - GB News,,2024-02-16,2024-03-18,,Employment and earnings,4414,Paul Scully,Interviews with GB News,,,False,GB News,False,False,News Channel,"Riverbank House, 2 Swan Lane, London EC4R 3TT",,https://interests-api.parliament.uk/api/v1/Interests/3766,,,,,,,
4207,"Out of hours NHS GP work at Ellesmere Port Hospital, 114 Chester Road, Ellesmere Port CH65 6SG - Cheshire and Wirral Partnership NHS Foundation Trust",,2023-09-27,2024-03-18,,Employment and earnings,4476,Dr James Davies,"Out of hours NHS GP work at Ellesmere Port Hospital, 114 Chester Road, Ellesmere Port CH65 6SG",,,False,Cheshire and Wirral Partnership NHS Foundation Trust,False,False,,"Liverpool Road, Chester CH2 1BQ",,https://interests-api.parliament.uk/api/v1/Interests/4207,,,,,,,
4169,Writing a book - Conville and Walsh,,,2024-03-18,,Employment and earnings,420,Yvette Cooper,Writing a book,,,False,Conville and Walsh,False,False,literary agent,"Haymarket House, London SW1Y 4SP",,https://interests-api.parliament.uk/api/v1/Interests/4169,,,,,,,
4853,Columnist,,,2024-03-18,,Employment and earnings,350,Sir John Hayes,Columnist,,,False,Reach Plc (Reach Shared Services Ltd),False,False,,"5 St Pauls Sq., Liverpool L3 9SJ",,https://interests-api.parliament.uk/api/v1/Interests/4853,,,,,,,
4742,Director,,,2024-03-18,,Employment and earnings,4823,John Finucane,Director,,,False,Finucane Toner Ltd,False,True,Solicitors,"76-78 Castle St, Belfast BT1 1HD",,https://interests-api.parliament.uk/api/v1/Interests/4742,,,,,,,
4669,Former director - Analogue Electrics Ltd,,2020-01-09,2024-03-18,,Employment and earnings,4832,Nick Fletcher,Former director,,2024-08-01,True,Analogue Electrics Ltd,False,False,Electrical contracting,"Unit 1A Lordswood Road, Harworth DN11 8BZ",,https://interests-api.parliament.uk/api/v1/Interests/4669,,,,,,,
4193,"Attending academic seminars - Liberty Fund, Inc.",,2023-06-14,2024-03-18,,Employment and earnings,1406,Jon Cruddas,Attending academic seminars,,,False,"Liberty Fund, Inc.",False,False,educational foundation,"11301 N. Meridian Street, Carmel, IN 46032-4564, USA",,https://interests-api.parliament.uk/api/v1/Interests/4193,,,,,,,
4919,Unpaid Member of the Racecourse Committee of Haydock Park Racecourse - Jockey Club Racecourses Ltd,,2022-01-26,2024-03-18,,Employment and earnings,4458,Conor McGinn,Unpaid Member of the Racecourse Committee of Haydock Park Racecourse,2022-01-01,,False,Jockey Club Racecourses Ltd,False,False,,"75 High Holborn, London WC1V 6LD",,https://interests-api.parliament.uk/api/v1/Interests/4919,,,,,,,
4584,Chair - Regulatory Reform Group,,2023-05-02,2024-03-18,2023-06-01,Employment and earnings,4639,Bim Afolami,Chair,2023-01-18,2023-11-13,True,Regulatory Reform Group,False,False,,"House of Commons, London SW1A 0AA",,https://interests-api.parliament.uk/api/v1/Interests/4584,2024-02-05,,,,,,
4961,Strategic marketing counsel - Strategeast,,,2024-03-18,,Employment and earnings,1576,Mark Pritchard,Strategic marketing counsel,2022-04-01,,False,Strategeast,False,False,a non-profit organisation which promotes the rule of law in Eurasian countries through the digital economy and a client of MAP Advisory Ltd,"1900K Street NW, Suite 100, Washington DC 20006, USA",,https://interests-api.parliament.uk/api/v1/Interests/4961,,,,,,,
4106,Surveys,,,2024-03-18,,Employment and earnings,1593,Sammy Wilson,Surveys,,,False,YouGov,False,False,,"50 Featherstone Street, London EC1Y 8RT",,https://interests-api.parliament.uk/api/v1/Interests/4106,,,,,,,
4172,Legal services,,,2024-03-18,,Employment and earnings,1508,Sir Geoffrey Cox,Legal services,,,False,Khan Partnership Solicitors,False,False,,"48-49 Russell Square, London WC1B 4JP",,https://interests-api.parliament.uk/api/v1/Interests/4172,,,,,,,
4306,Speaking - Primary Access and Research,,2024-02-20,2024-03-18,,Employment and earnings,4458,Conor McGinn,Speaking,,,False,Primary Access and Research,False,False,,"64 Eaton Place, London SW1X 8AT",,https://interests-api.parliament.uk/api/v1/Interests/4306,,,,,,,
4185,Legal services,,,2024-03-18,,Employment and earnings,1508,Sir Geoffrey Cox,Legal services,,,False,Bower Cotton,False,False,,"34 Ely Place, Holborn, London EC1N 6TD",,https://interests-api.parliament.uk/api/v1/Interests/4185,,,,,,,
4308,Writing articles,,,2024-03-18,,Employment and earnings,4084,Esther McVey,Writing articles,,,False,Reach Group Limited,False,False,,"21st Floor, One Canada Square, Canary Wharf, London E14 5AP",,https://interests-api.parliament.uk/api/v1/Interests/4308,,,,,,,
4141,Writing articles - Telegraph Media Group,,2023-05-11,2024-03-18,,Employment and earnings,4865,Miriam Cates,Writing articles,,,False,Telegraph Media Group,False,False,,"111 Buckingham Palace Road, London SW1W 0DT",,https://interests-api.parliament.uk/api/v1/Interests/4141,,,,,,,
3807,Judge on the Women’s Prize for Fiction,,,2024-03-18,,Employment and earnings,4518,Tulip Siddiq,Judge on the Women’s Prize for Fiction,,,False,Women's Prize Trust,False,False,,"6 New Street Square, London EC4A 3DJ",,https://interests-api.parliament.uk/api/v1/Interests/3807,,,,,,,
4740,Attending meetings and providing advice - Alpine Fire Engineers Ltd,,2024-03-04,2024-03-18,,Employment and earnings,3934,George Eustice,Attending meetings and providing advice,,,False,Alpine Fire Engineers Ltd,False,False,commercial fire suppression or sprinkler systems,"Alpine House, Hollins Brook Park, Bury BL9 8RN",True,https://interests-api.parliament.uk/api/v1/Interests/4740,,,,,,,
4709,Writing a book - Northbank Talent Management,,2023-11-08,2024-03-18,,Employment and earnings,3986,Damian Collins,Writing a book,,,False,Northbank Talent Management,False,False,,"Acre House, 11/15 William Road, London NW1 3ER",,https://interests-api.parliament.uk/api/v1/Interests/4709,,,,,,,
4249,Being a member of a grants application panel,,,2024-03-18,,Employment and earnings,4676,Marsha De Cordova,Being a member of a grants application panel,,,False,Fight for Sight,False,False,,"18 Mansell Street, London E1 8AA",,https://interests-api.parliament.uk/api/v1/Interests/4249,,,,,,,
4967,Market research services,,,2024-03-18,,Employment and earnings,1576,Mark Pritchard,Market research services,,,False,39th Street Strategies LLC,False,False,,"9801 67th Avenue, New York, USA",,https://interests-api.parliament.uk/api/v1/Interests/4967,,,,,,,
4995,Solicitor - Bendles,,2015-05-01,2024-03-18,,Employment and earnings,3942,John Stevenson,Solicitor,,,False,Bendles,False,False,,"22 Portland Square, Carlisle CA1 1PE",,https://interests-api.parliament.uk/api/v1/Interests/4995,,,,,,,
5008,Non-executive director - Allpay Limited; payment collection,,2013-09-09,2024-03-18,,Employment and earnings,1428,Sir Bill Wiggin,Non-executive director,,,False,Allpay Limited; payment collection,False,True,,"Fortis et Fides, Whitestone Business park, Whitestone, Hereford HR1 3SE",,https://interests-api.parliament.uk/api/v1/Interests/5008,,,,,,,
4880,Adviser to the CEO and Board - Thakeham Homes,,2023-05-02,2024-03-18,,Employment and earnings,4009,Sir Brandon Lewis,Adviser to the CEO and Board,2023-04-11,,False,Thakeham Homes,False,False,,"Thakeham House, Summers Place, Stane Street, Billingshurst RH14 9GN",True,https://interests-api.parliament.uk/api/v1/Interests/4880,,,,,,,
3773,TV guest appearances - News UK & Ireland Limited,,2023-04-25,2024-03-18,,Employment and earnings,4681,Bob Seely,TV guest appearances,,,False,News UK & Ireland Limited,False,False,,"PO Box 151, Peterborough PE7 8YT",,https://interests-api.parliament.uk/api/v1/Interests/3773,,,,,,,
3782,Speaking engagement,,,2024-03-18,,Employment and earnings,4014,Lord Sharma,Speaking engagement,,,False,Neue Zuercher Zeitung AG,False,False,,"Falkenstrasse 11, CH 8008 Zurich, Switzerland",,https://interests-api.parliament.uk/api/v1/Interests/3782,,,,,,,
4515,Writing articles,,,2024-03-18,,Employment and earnings,4088,Ms Stella Creasy,Writing articles,,,False,Guardian news and media,False,False,,"90 York Way, London N1 9GU",,https://interests-api.parliament.uk/api/v1/Interests/4515,,,,,,,
4824,Advisor on business and international politics - WorldPR,,2023-07-07,2024-03-18,,Employment and earnings,223,Sir Liam Fox,Advisor on business and international politics,,,False,WorldPR,False,False,,"Humboldt Tower, East 53 Street, Panama City, Urb. Marbella, Republic of Panama",,https://interests-api.parliament.uk/api/v1/Interests/4824,,,,,,,
4123,Writing a book - The Blair Partnership,,2023-11-29,2024-03-18,,Employment and earnings,4113,Nadhim Zahawi,Writing a book,,,False,The Blair Partnership,False,False,literary agent,"PO BOX 7828, London W1A 4GE",,https://interests-api.parliament.uk/api/v1/Interests/4123,,,,,,,
4672,Newspaper columnist for The National - Newsquest Media (Herald & Times) Ltd,,2015-12-18,2024-03-18,2016-01-05,Employment and earnings,4421,Mhairi Black,Newspaper columnist for The National,2015-10-03,,False,Newsquest Media (Herald & Times) Ltd,False,False,,"200 Renfield St, Glasgow G2 3QB",,https://interests-api.parliament.uk/api/v1/Interests/4672,2020-10-06,,,,,,
4686,Adviser,,2023-01-18,2024-03-18,,Employment and earnings,435,Lord Brady of Altrincham,Adviser,2023-01-01,,False,Young Chef Young Waiter,False,False,,"Langdon Court Ltd, Down Thomas, Wembury, Plymouth PLY 0DY",,https://interests-api.parliament.uk/api/v1/Interests/4686,,,,,,,
4826,"Chair of the Global Britain Commission (an independent, non-partisan, membership organisation which aims to ensure that economics and trade are at the heart of policy delivery) - c/o Bradshaw Advisory",,2021-10-22,2024-03-18,2022-09-06,Employment and earnings,223,Sir Liam Fox,"Chair of the Global Britain Commission (an independent, non-partisan, membership organisation which aims to ensure that economics and trade are at the heart of policy delivery)",2021-10-18,,False,c/o Bradshaw Advisory,False,False,,"83 Ducie Street, Manchester M1 2JQ",,https://interests-api.parliament.uk/api/v1/Interests/4826,,,,,,,
4823,Writing a book - Quercus Editions Limited,,2015-05-01,2024-03-18,,Employment and earnings,223,Sir Liam Fox,Writing a book,,,False,Quercus Editions Limited,False,False,,"55 Baker Street, 7th Floor, South Block, London W1U 8EW",,https://interests-api.parliament.uk/api/v1/Interests/4823,,,,,,,
4164,UK Visiting Parliamentary Fellow - University of Oklahoma School of Arts & Sciences,,2023-11-03,2024-03-18,2023-11-13,Employment and earnings,3987,Rehman Chishti,UK Visiting Parliamentary Fellow,2023-09-25,,False,University of Oklahoma School of Arts & Sciences,False,False,,"Ellison Hall, 633 Elm Ave, Norman, OK 73019, USA",,https://interests-api.parliament.uk/api/v1/Interests/4164,,,,,,,
4857,Delivering a speech at a dinner - Worshipful Company of Actuaries,,,2024-03-18,,Employment and earnings,69,Sir Oliver Heald,Delivering a speech at a dinner,,,False,Worshipful Company of Actuaries,False,False,,"Wax Chandlers’s Hall, 6 Gresham Street, London EC2V 7AD",,https://interests-api.parliament.uk/api/v1/Interests/4857,,,,,,,
3885,Presenting a show,,,2024-03-18,,Employment and earnings,1446,Chris Bryant,Presenting a show,,,False,Global Radio,False,False,,"30 Leicester Square, London WC2H 7LA",,https://interests-api.parliament.uk/api/v1/Interests/3885,,,,,,,
4928,Non-executive Director - Greenbank Capital Inc,,2023-01-31,2024-03-18,,Employment and earnings,1601,Sir Robert Neill,Non-executive Director,2023-01-04,,False,Greenbank Capital Inc,False,True,,"100 King Street West, Suite 5700, Toronto, Ontario M5X 1C7, Canada",,https://interests-api.parliament.uk/api/v1/Interests/4928,,,,,,,
4695,Member of the Independent Advisory Board - BSV Claims Ltd,,2022-08-05,2024-03-18,2023-03-15,Employment and earnings,4106,Sir Robert Buckland,Member of the Independent Advisory Board,2023-04-01,,False,BSV Claims Ltd,False,False,,"Second Floor, 168 Shoreditch High St, London E1 6RA",True,https://interests-api.parliament.uk/api/v1/Interests/4695,2023-04-18,,,,,,
4833,Chair of the Advisory Board,,,2024-03-18,,Employment and earnings,4074,Mark Garnier,Chair of the Advisory Board,,,False,Shetland Space Centre,False,False,,"Moray Park, Seaford Avenue, Grantown-on-Spey PH26 3J",,https://interests-api.parliament.uk/api/v1/Interests/4833,,,,,,,
4840,Strategic Advisor - Darwin Alternative Investments,,2021-01-25,2024-03-18,,Employment and earnings,1585,Stephen Hammond,Strategic Advisor,2021-01-01,,False,Darwin Alternative Investments,False,False,an investment company,"Empire House, 175 Piccadilly, London W1J 9RN",True,https://interests-api.parliament.uk/api/v1/Interests/4840,,,,,,,
3894,Speaking at the Edinburgh International Book Festival,,,2024-03-18,,Employment and earnings,1446,Chris Bryant,Speaking at the Edinburgh International Book Festival,,,False,Edinburgh International Book Festival,False,False,,"121 George Street, Edinburgh EH2 4YN",,https://interests-api.parliament.uk/api/v1/Interests/3894,,,,,,,
4600,Part-time dental surgeon - Beresford Dental Practice Limited,,2015-05-01,2024-03-17,2016-02-22,Employment and earnings,103,Sir Paul Beresford,Part-time dental surgeon,,,False,Beresford Dental Practice Limited,False,False,,"207 Upper Richmond Road, SW15 6SQ",,https://interests-api.parliament.uk/api/v1/Interests/4600,2017-08-22,,,,,,
4691,A speech,,,2024-03-17,,Employment and earnings,435,Lord Brady of Altrincham,A speech,,,False,American Institute for Foreign Study (UK) – CD Fairs,False,False,,"37 Queens Gate, London SW7 5HR",,https://interests-api.parliament.uk/api/v1/Interests/4691,,,,,,,
4676,Oversight Board Member - Belvedere Hotels Ltd,,2015-05-01,2024-03-17,,Employment and earnings,104,Crispin Blunt,Oversight Board Member,2015-01-01,,False,Belvedere Hotels Ltd,False,False,Provider of accommodation services to meet Her Majesty's Government's requirements,"4th Floor, Dudley House, 169 Piccadilly, London W1J 9EH",,https://interests-api.parliament.uk/api/v1/Interests/4676,,,,,,,
3942,Writing articles,,,2024-03-16,,Employment and earnings,4805,Alicia Kearns,Writing articles,,,False,Reach PLC,False,False,commercial news publisher,"One Canada Square, London E14 5AP",,https://interests-api.parliament.uk/api/v1/Interests/3942,,,,,,,
3944,Writing books - John Wiley & Sons Ltd,,2023-10-09,2024-03-16,,Employment and earnings,4410,Julian Knight,Writing books,,,False,John Wiley & Sons Ltd,False,False,,"The Atrium, Southern Gate, Chichester PO19 8SQ",,https://interests-api.parliament.uk/api/v1/Interests/3944,,,,,,,
3987,Guest appearances - GB News,,2023-04-20,2024-03-16,,Employment and earnings,4134,Kwasi Kwarteng,Guest appearances,,,False,GB News,False,False,,"Riverbank House, 2 Swan Lane, London EC4R 3TT",,https://interests-api.parliament.uk/api/v1/Interests/3987,,,,,,,
4005,Speaking engagement - Chartwell Speakers,,2023-07-17,2024-03-16,,Employment and earnings,4134,Kwasi Kwarteng,Speaking engagement,,,False,Chartwell Speakers,False,False,,"21 Upper Mount Street, Dublin DO2 ND82",,https://interests-api.parliament.uk/api/v1/Interests/4005,,,,,,,
4116,Attending a discussion event,,,2024-03-16,,Employment and earnings,4106,Sir Robert Buckland,Attending a discussion event,,,False,DAC Beachcroft LLP,False,False,,"25 Walbrook, London EC4N 8AF",,https://interests-api.parliament.uk/api/v1/Interests/4116,,,,,,,
4138,Member of the Advisory Board of the House Magazine,,2021-09-22,2024-03-16,,Employment and earnings,1442,Mr Alistair Carmichael,Member of the Advisory Board of the House Magazine,2021-05-12,,False,Dods Group Ltd,False,False,,"11th Floor, The Shard, 32 London Bridge St, London SE1 9SG",,https://interests-api.parliament.uk/api/v1/Interests/4138,,,,,,,
4047,District Councillor,,2020-01-07,2024-03-16,2023-05-04,Employment and earnings,4863,Selaine Saxby,District Councillor,,2023-05-04,True,North Devon District Council,False,False,,"Brynsworthy Lane, Fremington EX31 3NS",,https://interests-api.parliament.uk/api/v1/Interests/4047,,,,,,,
4184,"Councillor, and from 10 May 2021, Leader of the Council - Nottinghamshire County Council",,2017-07-10,2024-03-16,,Employment and earnings,4663,Ben Bradley,"Councillor, and from 10 May 2021, Leader of the Council",,,False,Nottinghamshire County Council,False,False,,"West Bridgford, Nottingham NG2 7QP",,https://interests-api.parliament.uk/api/v1/Interests/4184,,,,,,,
4365,Writing books - United Agents,,,2024-03-16,,Employment and earnings,4370,Jess Phillips,Writing books,,,False,United Agents,False,False,,"Lexington House, 12-26 Lexington St, Soho, London W1F 0LE",,https://interests-api.parliament.uk/api/v1/Interests/4365,,,,,,,
4041,Non-Executive Director - Tenacious Holdings Limited,,2022-10-20,2024-03-16,,Employment and earnings,1528,Sir Mike Penning,Non-Executive Director,2022-10-01,,False,Tenacious Holdings Limited,False,True,,"47 Charles Street, London W1J 5EL",,https://interests-api.parliament.uk/api/v1/Interests/4041,,,,,,,
4247,Contributing to and being a panellist on shows - ITN,,2023-12-15,2024-03-16,,Employment and earnings,4737,Dehenna Davison,Contributing to and being a panellist on shows,,,False,ITN,False,False,,"200 Grays Inn Road, London WC1X 8XZ",,https://interests-api.parliament.uk/api/v1/Interests/4247,,,,,,,
4012,Consultancy advice - Fortescue Future Industries International Pty Ltd,,2024-01-31,2024-03-16,,Employment and earnings,4134,Kwasi Kwarteng,Consultancy advice,,,False,Fortescue Future Industries International Pty Ltd,False,False,green technology and energy company,"87 Adelaide Terrace, East Perth, WA 6004 Australia",,https://interests-api.parliament.uk/api/v1/Interests/4012,,,,,,,
4037,Non-Executive Director - JT Consultancy Ltd,,2019-09-02,2024-03-16,,Employment and earnings,1528,Sir Mike Penning,Non-Executive Director,,,False,JT Consultancy Ltd,False,True,,Collingdon Street. Luton LU1 1RX.,,https://interests-api.parliament.uk/api/v1/Interests/4037,,,,,,,
