mnis_id,member,employer,role,nature_of_business,address,row_type,date_display,earnings,hours,rate_display
4106,Sir Robert Buckland,BSV Claims Ltd,Member of the Independent Advisory Board,,"Second Floor, 168 Shoreditch High St, London E1 6RA",ongoing,1 Apr 2023 – ongoing,11225.19,40.4,"£5,000/quarterly · 6h/monthly"
4106,Sir Robert Buckland,Payne Hicks Beach Solicitors,Senior Counsel,,"10 New Square, Lincoln's Inn, London WC2A 3QG",ongoing,1 Mar 2023 – ongoing,26940.45,215.5,"£4,000/monthly · 32h/monthly"
4108,Sir Gavin Williamson,RTC Education Ltd,Adviser,A provider of undergraduate and postgraduate education programmes to UK and international students.,"153 Great Titchfield Street, London W1W 5BD",ongoing,21 Feb 2023 – ongoing,28062.97,44.9,"£50,000/yearly · 80h/yearly (paid quarterly)"
4110,Dame Karen Bradley,Political Engagement Limited,Member of the Advisory Board of the House Magazine,,"11th Floor, Millbank Tower, 21-24 Millbank, London SW1P 4QP",adhoc,14 May 2024,150.0,2.0,
4110,Dame Karen Bradley,Political Engagement Limited,Member of the Advisory Board of the House Magazine,,"11th Floor, Millbank Tower, 21-24 Millbank, London SW1P 4QP",adhoc,17 Apr 2024,150.0,2.0,
4110,Dame Karen Bradley,Political Engagement Limited,Member of the Advisory Board of the House Magazine,,"11th Floor, Millbank Tower, 21-24 Millbank, London SW1P 4QP",adhoc,13 Mar 2024,150.0,1.0,
4110,Dame Karen Bradley,Political Engagement Limited,Member of the Advisory Board of the House Magazine,,"11th Floor, Millbank Tower, 21-24 Millbank, London SW1P 4QP",adhoc,21 Feb 2024,150.0,1.0,
4110,Dame Karen Bradley,Political Engagement Limited,Member of the Advisory Board of the House Magazine,,"11th Floor, Millbank Tower, 21-24 Millbank, London SW1P 4QP",adhoc,17 Jan 2024,150.0,1.0,
4110,Dame Karen Bradley,Political Engagement Limited,Member of the Advisory Board of the House Magazine,,"11th Floor, Millbank Tower, 21-24 Millbank, London SW1P 4QP",adhoc,13 Dec 2023,150.0,1.0,
4110,Dame Karen Bradley,Political Engagement Limited,Member of the Advisory Board of the House Magazine,,"11th Floor, Millbank Tower, 21-24 Millbank, London SW1P 4QP",adhoc,22 Nov 2023,150.0,1.0,
4113,Nadhim Zahawi,The Blair Partnership,Writing a book,literary agent,"PO BOX 7828, London W1A 4GE",adhoc,17 Nov 2023,6150.0,50.0,
4116,Sir Michael Ellis,Blackfords LLP,Senior Consultant,legal firm,"20 Old Bailey, London, EC4M 7AN",ongoing,15 Apr 2024 – ongoing,6160.16,5.9,"£50,000/yearly · 4h/monthly"
4116,Sir Michael Ellis,Candey Limited,Senior Adviser providing general consultancy advice,,"Lincoln's Inn, 8 Stone Buildings, London WC2A 3TA",ongoing,1 Nov 2023 – ongoing,39288.16,107.8,"£70,000/yearly · 16h/monthly"
4125,Catherine McKinnell,XTX Markets,Speaking Engagements,,"R7, 14-18 Handyside Street, London N1C 4DN",adhoc,26 Apr 2024,1000.0,1.0,
4133,Andrew Bridgen,Reclaim Party,Political consultancy/advice,,"32 St James’s Street, London SW1A 1HD",adhoc,11 Dec 2023,1500.0,8.0,
4133,Andrew Bridgen,Reclaim Party,Political consultancy/advice,,"32 St James’s Street, London SW1A 1HD",adhoc,14 Nov 2023,1500.0,8.0,
4134,Kwasi Kwarteng,Energy Voice,Writing an article,,"5th Floor, Marischal Square, Aberdeen AB10 1BL",adhoc,8 Feb 2024,500.0,6.0,
4134,Kwasi Kwarteng,Daily Telegraph,Writing an article,,"111 Buckingham Palace Road, London SW1W 0DT",adhoc,6 Feb 2024,700.0,6.0,
4134,Kwasi Kwarteng,Fortescue Future Industries International Pty Ltd,Consultancy advice,green technology and energy company,"87 Adelaide Terrace, East Perth, WA 6004 Australia",adhoc,20 Jan 2024,35000.0,20.0,
4134,Kwasi Kwarteng,GB News,Guest appearances,,"Riverbank House, 2 Swan Lane, London EC4R 3TT",adhoc,22 Dec 2023,1000.0,6.0,
4134,Kwasi Kwarteng,Talk TV,Guest appearances,,"The News Building, 1 London Bridge Street, London SE1 9GF",adhoc,21 Dec 2023,500.0,3.0,
4134,Kwasi Kwarteng,Renewable UK,Speaking engagement,renewable energy trade association,"The Conduit, 6 Langley Street, London WC2H 9JA",adhoc,21 Dec 2023,6000.0,10.0,
4134,Kwasi Kwarteng,Daily Telegraph,Writing an article,,"111 Buckingham Palace Road, London SW1W 0DT",adhoc,12 Dec 2023,400.0,4.0,
4134,Kwasi Kwarteng,GB News,Guest appearances,,"Riverbank House, 2 Swan Lane, London EC4R 3TT",adhoc,4 Dec 2023,1000.0,6.0,
4134,Kwasi Kwarteng,GB News,Guest appearances,,"Riverbank House, 2 Swan Lane, London EC4R 3TT",adhoc,9 Nov 2023,1000.0,3.0,
4263,Lucy Powell,ITV Studios,Broadcast appearance,,"Orange Tower, MediaCity UK, Manchester M50 2HE",adhoc,18 Nov 2023,600.0,4.0,
4370,Jess Phillips,United Agents,Writing books,,"Lexington House, 12-26 Lexington St, Soho, London W1F 0LE",adhoc,4 Apr 2024,12300.0,100.0,
4370,Jess Phillips,Public Lending Right,Library copyright fees,,"British Library, Boston Spa, Wetherby LS23 7BQ",adhoc,22 Mar 2024,430.0,0.0,
4370,Jess Phillips,Authors' Licensing and Collecting Society (ALCS),Royalties,Collection of copyright payments for authors,"6th Floor, International House, 1 St Katharine's Way, London E1W 1UN",adhoc,19 Mar 2024,1046.0,0.0,
4370,Jess Phillips,Guardian News & Media Ltd,Writing articles,,"Kings Place, 90 York Way, London N1P 2AP",adhoc,7 Mar 2024,354.28,1.0,
4370,Jess Phillips,News UK & Ireland,Broadcast appearances,,"1 London Bridge St, London SE1 9GF",adhoc,23 Nov 2023,300.0,1.0,
4414,Paul Scully,GB News,Interviews with GB News,News Channel,"Riverbank House, 2 Swan Lane, London EC4R 3TT",adhoc,15 Feb 2024,150.0,1.0,
4414,Paul Scully,GB News,Interviews with GB News,News Channel,"Riverbank House, 2 Swan Lane, London EC4R 3TT",adhoc,15 Feb 2024,80.0,0.5,
4414,Paul Scully,GB News,Interviews with GB News,News Channel,"Riverbank House, 2 Swan Lane, London EC4R 3TT",adhoc,31 Jan 2024,100.0,0.5,
4414,Paul Scully,GB News,Interviews with GB News,News Channel,"Riverbank House, 2 Swan Lane, London EC4R 3TT",adhoc,19 Jan 2024,150.0,2.0,
4419,Joanna Cherry,Newsquest Ltd,Columnist for the National,,"Loudwater Mill, Station Road, High Wycombe HP10 9TY",ongoing,3 Sep 2020 – ongoing,4389.61,117.1,£150/weekly · 4h/weekly ((payment is per column written).)
4421,Mhairi Black,Newsquest Media (Herald & Times) Ltd,Newspaper columnist for The National,,"200 Renfield St, Glasgow G2 3QB",ongoing,1 Jan 2020 – ongoing,2020.53,40.4,£300/monthly · 6h/monthly
4423,Will Quince,Ministry of Defence,Army Reserve Officer,,"Whitehall, London SW1A 2HB",adhoc,30 Apr 2024,538.0,0.0,
4423,Will Quince,Ministry of Defence,Army Reserve Officer,,"Whitehall, London SW1A 2HB",adhoc,29 Feb 2024,484.85,60.0,
4423,Will Quince,Ministry of Defence,Army Reserve Officer,,"Whitehall, London SW1A 2HB",adhoc,31 Jan 2024,1092.49,150.0,
4423,Will Quince,Ministry of Defence,Army Reserve Officer,,"Whitehall, London SW1A 2HB",adhoc,30 Nov 2023,1468.95,140.0,
4453,Tommy Sheppard,Newsquest Herald & Times Group,Columnist for the Sunday National,,"200 Renfield Street, Glasgow G2 3QB",ongoing,7 Jul 2023 – ongoing,2194.8,43.9,£75/weekly · 1.5h/weekly ((£150 is paid fortnightly))
4458,Conor McGinn,Primary Access and Research,Speaking,,"64 Eaton Place, London SW1X 8AT",adhoc,23 Jan 2024,1000.0,1.5,
4458,Conor McGinn,Jockey Club Racecourses Ltd,Unpaid Member of the Racecourse Committee of Haydock Park Racecourse,,"75 High Holborn, London WC1V 6LD",ongoing,1 Jan 2022 – ongoing,1122.52,16.8,"£2,000/yearly · 30h/yearly (as a taxable set amount in lieu of any expenses incurred.)"
4475,Suella Braverman,Telegraph Media Group Ltd,Writing articles,,"111 Buckingham Palace Road, London SW1W 0DT",adhoc,28 May 2024,3000.0,12.0,
4475,Suella Braverman,Telegraph Media Group Ltd,Writing articles,,"111 Buckingham Palace Road, London SW1W 0DT",adhoc,8 May 2024,3000.0,12.0,
4475,Suella Braverman,Coulthwaite Group Pte Ltd (trading as CWG Speakers),Speaking engagements,,"21 Woodlands Close, #08- 44, Primz Bizhub Singapore 737854",adhoc,11 Apr 2024,25452.4,6.0,
4475,Suella Braverman,Telegraph Media Group Ltd,Writing articles,,"111 Buckingham Palace Road, London SW1W 0DT",adhoc,11 Apr 2024,1500.0,6.0,
4475,Suella Braverman,Telegraph Media Group Ltd,Writing articles,,"111 Buckingham Palace Road, London SW1W 0DT",adhoc,3 Apr 2024,4500.0,18.0,
4475,Suella Braverman,Coulthwaite Group Pte Ltd (trading as CWG Speakers),Speaking engagements,,"21 Woodlands Close, #08- 44, Primz Bizhub Singapore 737854",adhoc,23 Feb 2024,20520.6,6.0,
4476,Dr James Davies,Cheshire and Wirral Partnership NHS Foundation Trust,"Out of hours NHS GP work at Ellesmere Port Hospital, 114 Chester Road, Ellesmere Port CH65 6SG",,"Liverpool Road, Chester CH2 1BQ",adhoc,27 Feb 2024,450.0,5.0,
4476,Dr James Davies,Laurel Bank Surgery,NHS GP work,,"Old Hall St, Malpas SY14 8PS",adhoc,23 Feb 2024,1250.0,18.5,
4476,Dr James Davies,Cheshire and Wirral Partnership NHS Foundation Trust,"Out of hours NHS GP work at Ellesmere Port Hospital, 114 Chester Road, Ellesmere Port CH65 6SG",,"Liverpool Road, Chester CH2 1BQ",adhoc,21 Dec 2023,270.0,3.0,
4476,Dr James Davies,Cheshire and Wirral Partnership NHS Foundation Trust,"Out of hours NHS GP work at Ellesmere Port Hospital, 114 Chester Road, Ellesmere Port CH65 6SG",,"Liverpool Road, Chester CH2 1BQ",adhoc,27 Nov 2023,1215.0,13.5,
4476,Dr James Davies,Betsi Cadwaladr University Health Board,"NHS GP work at Panton Surgery Halkyn Rd, Holywell CH8 7TZ",,"Panton Surgery Halkyn Rd, Holywell CH8 7TZ",adhoc,23 Nov 2023,300.0,4.0,
4479,Nick Thomas-Symonds,The Wylie Agency (UK) Ltd,Royalties for books,,"17 Bedford Square, London WC1B 3JA",adhoc,23 Apr 2024,2094.18,0.0,
4490,Dame Andrea Jenkyns,GB News Limited,Appearances on GB News,,"Riverbank House, 2 Swan Lane, London EC4R 3TT",adhoc,15 Mar 2024,500.0,4.0,
4490,Dame Andrea Jenkyns,GB News Limited,Appearances on GB News,,"Riverbank House, 2 Swan Lane, London EC4R 3TT",adhoc,31 Jan 2024,500.0,4.0,
4490,Dame Andrea Jenkyns,GB News Limited,Appearances on GB News,,"Riverbank House, 2 Swan Lane, London EC4R 3TT",adhoc,5 Jan 2024,750.0,6.0,
4490,Dame Andrea Jenkyns,GB News Limited,Appearances on GB News,,"Riverbank House, 2 Swan Lane, London EC4R 3TT",adhoc,21 Dec 2023,750.0,12.0,
4492,Maria Caulfield,Royal Marsden Hospital,Registered nurse,,"Fulham Road, London SW1 6JJ",adhoc,16 Feb 2024,235.0,12.0,
4492,Maria Caulfield,Royal Marsden Hospital,Registered nurse,,"Fulham Road, London SW1 6JJ",adhoc,19 Jan 2024,226.31,13.0,
4492,Maria Caulfield,Royal Marsden Hospital,Registered nurse,,"Fulham Road, London SW1 6JJ",adhoc,10 Nov 2023,235.0,12.0,
4498,Mr Ranil Jayawardena,GB News Limited,Guest appearances,,"Riverbank House, 2 Swan Lane, London, EC4R 3TT",adhoc,14 May 2024,150.0,0.8,
4498,Mr Ranil Jayawardena,GB News Limited,Guest appearances,,"Riverbank House, 2 Swan Lane, London, EC4R 3TT",adhoc,11 Apr 2024,150.0,0.5,
4498,Mr Ranil Jayawardena,GB News Limited,Guest appearances,,"Riverbank House, 2 Swan Lane, London, EC4R 3TT",adhoc,5 Mar 2024,150.0,0.8,
4498,Mr Ranil Jayawardena,GB News Limited,Guest appearances,,"Riverbank House, 2 Swan Lane, London, EC4R 3TT",adhoc,16 Jan 2024,500.0,2.0,
4498,Mr Ranil Jayawardena,GB News Limited,Guest appearances,,"Riverbank House, 2 Swan Lane, London, EC4R 3TT",adhoc,9 Jan 2024,500.0,2.0,
4498,Mr Ranil Jayawardena,GB News Limited,Guest appearances,,"Riverbank House, 2 Swan Lane, London, EC4R 3TT",adhoc,2 Jan 2024,500.0,2.0,
4498,Mr Ranil Jayawardena,GB News Limited,Guest appearances,,"Riverbank House, 2 Swan Lane, London, EC4R 3TT",adhoc,19 Dec 2023,500.0,2.0,
4498,Mr Ranil Jayawardena,GB News Limited,Guest appearances,,"Riverbank House, 2 Swan Lane, London, EC4R 3TT",adhoc,12 Dec 2023,500.0,2.0,
4498,Mr Ranil Jayawardena,GB News Limited,Guest appearances,,"Riverbank House, 2 Swan Lane, London, EC4R 3TT",adhoc,28 Nov 2023,500.0,2.0,
4498,Mr Ranil Jayawardena,GB News Limited,Guest appearances,,"Riverbank House, 2 Swan Lane, London, EC4R 3TT",adhoc,21 Nov 2023,500.0,2.0,
4498,Mr Ranil Jayawardena,GB News Limited,Guest appearances,,"Riverbank House, 2 Swan Lane, London, EC4R 3TT",adhoc,15 Nov 2023,500.0,2.0,
4498,Mr Ranil Jayawardena,Ringshall Limited,Senior Adviser,a business support and holding company,"c/o The Office of Ranil Jayawardena, The Bury, Odiham, Hampshire, RG29 1NB",ongoing,17 May 2023 – ongoing,3367.56,58.5,£500/monthly · 2h/weekly (for providing strategic business and geopolitical advice.)
4500,Clive Lewis,Persephonica Ltd,Recording podcast episodes,,"DS House, 306 High Street, Croydon CR0 1NG",adhoc,5 Dec 2023,1000.0,0.0,
4504,Wes Streeting,United Agents Ltd,Writing a book and recording an audio book,,"12-26 Lexington Street, London W1F 0LE",adhoc,8 May 2024,8200.0,0.0,
4514,Sir Keir Starmer,Authors’ Licensing and Collecting Society,Copyright payments for books written before my election to Parliament,,"4 Battle Bridge Lane, London SE1 2HX",adhoc,20 Mar 2024,540.18,0.0,
4514,Sir Keir Starmer,Birnberg Pierce,Legal services provided before my election to Parliament,,"14 Inverness Street, London NW1 7HJ",adhoc,16 Jan 2024,927.96,0.0,
4529,Lord Mackinlay of Richborough,Associated Newspapers Ltd,Writing an article,,"Northcliffe House, 2 Derry Street, Kensington, London W8 5TT",adhoc,21 Dec 2023,750.0,1.0,
4529,Lord Mackinlay of Richborough,Beak Kemmenoe,Partner,Chartered Accountants and Chartered Tax Advisers,"1-3 Manor Road, Chatham, Kent ME4 6AE",ongoing,7 Nov 2023 – ongoing,13470.23,134.7,"£2,000/monthly · 20h/monthly (estimated profit-share allocation)"
4573,Dr Rosena Allin-Khan,ITV PLC,Appearances on ITV's This Morning show,,"ITV White City, 201 Wood Lane, London W12 7RU",adhoc,3 May 2024,300.0,2.5,
4573,Dr Rosena Allin-Khan,St George's Hospital NHS Trust,Doctor,,"Blackshaw Road, London SW17 0QT",adhoc,1 May 2024,665.0,10.0,
4573,Dr Rosena Allin-Khan,ITV PLC,Appearances on ITV's This Morning show,,"ITV White City, 201 Wood Lane, London W12 7RU",adhoc,26 Apr 2024,600.0,5.0,
4573,Dr Rosena Allin-Khan,St George's Hospital NHS Trust,Doctor,,"Blackshaw Road, London SW17 0QT",adhoc,24 Apr 2024,595.0,9.0,
4573,Dr Rosena Allin-Khan,St George's Hospital NHS Trust,Doctor,,"Blackshaw Road, London SW17 0QT",adhoc,24 Apr 2024,665.0,10.0,
4573,Dr Rosena Allin-Khan,St George's Hospital NHS Trust,Doctor,,"Blackshaw Road, London SW17 0QT",adhoc,21 Feb 2024,665.0,10.0,
4573,Dr Rosena Allin-Khan,St George's Hospital NHS Trust,Doctor,,"Blackshaw Road, London SW17 0QT",adhoc,31 Jan 2024,665.0,10.0,
4573,Dr Rosena Allin-Khan,St George's Hospital NHS Trust,Doctor,,"Blackshaw Road, London SW17 0QT",adhoc,25 Jan 2024,665.0,10.0,
4573,Dr Rosena Allin-Khan,St George's Hospital NHS Trust,Doctor,,"Blackshaw Road, London SW17 0QT",adhoc,6 Dec 2023,735.0,11.0,
4573,Dr Rosena Allin-Khan,St George's Hospital NHS Trust,Doctor,,"Blackshaw Road, London SW17 0QT",adhoc,29 Nov 2023,665.0,10.0,
4592,Dr Caroline Johnson,North West Anglia NHS Foundation Trust,Consultant paediatrician,,"Peterborough City Hospital, Bretton Gate, Bretton, PE3 9GZ",ongoing,25 Sep 2023 – ongoing,12612.17,188.6,"£22,471/yearly · 336h/yearly (backdated to April 2023)"
4627,Douglas Ross,The Scottish Football Association,Assistant referee,,"Hampden Park, Glasgow G42 9AY",adhoc,11 May 2024,108.0,1.5,
4627,Douglas Ross,The Scottish Football Association,Assistant referee,,"Hampden Park, Glasgow G42 9AY",adhoc,4 May 2024,108.0,1.5,
4627,Douglas Ross,The Scottish Football Association,Assistant referee,,"Hampden Park, Glasgow G42 9AY",adhoc,27 Apr 2024,450.0,1.5,
4627,Douglas Ross,The Scottish Football Association,Assistant referee,,"Hampden Park, Glasgow G42 9AY",adhoc,20 Apr 2024,108.0,1.5,
4627,Douglas Ross,The Scottish Football Association,Assistant referee,,"Hampden Park, Glasgow G42 9AY",adhoc,13 Apr 2024,450.0,1.5,
4627,Douglas Ross,The Scottish Football Association,Assistant referee,,"Hampden Park, Glasgow G42 9AY",adhoc,30 Mar 2024,108.0,1.5,
4627,Douglas Ross,The Scottish Football Association,Assistant referee,,"Hampden Park, Glasgow G42 9AY",adhoc,23 Mar 2024,184.0,1.5,
4627,Douglas Ross,The Scottish Football Association,Assistant referee,,"Hampden Park, Glasgow G42 9AY",adhoc,17 Mar 2024,225.0,1.5,
4627,Douglas Ross,The Scottish Football Association,Assistant referee,,"Hampden Park, Glasgow G42 9AY",adhoc,24 Feb 2024,450.0,1.5,
4627,Douglas Ross,The Scottish Football Association,Assistant referee,,"Hampden Park, Glasgow G42 9AY",adhoc,17 Feb 2024,450.0,1.5,
4627,Douglas Ross,The Scottish Football Association,Assistant referee,,"Hampden Park, Glasgow G42 9AY",adhoc,10 Feb 2024,108.0,1.5,
4627,Douglas Ross,The Scottish Football Association,Assistant referee,,"Hampden Park, Glasgow G42 9AY",adhoc,3 Feb 2024,450.0,1.5,
4627,Douglas Ross,The Scottish Football Association,Assistant referee,,"Hampden Park, Glasgow G42 9AY",adhoc,27 Jan 2024,90.0,1.5,
4627,Douglas Ross,The Scottish Football Association,Assistant referee,,"Hampden Park, Glasgow G42 9AY",adhoc,20 Jan 2024,300.0,1.5,
4627,Douglas Ross,The Scottish Football Association,Assistant referee,,"Hampden Park, Glasgow G42 9AY",adhoc,6 Jan 2024,90.0,1.5,
4627,Douglas Ross,The Scottish Football Association,Assistant referee,,"Hampden Park, Glasgow G42 9AY",adhoc,30 Dec 2023,450.0,1.5,
4627,Douglas Ross,The Scottish Football Association,Assistant referee,,"Hampden Park, Glasgow G42 9AY",adhoc,23 Dec 2023,450.0,1.5,
4627,Douglas Ross,The Scottish Football Association,Assistant referee,,"Hampden Park, Glasgow G42 9AY",adhoc,16 Dec 2023,108.0,1.5,
4627,Douglas Ross,The Scottish Football Association,Assistant referee,,"Hampden Park, Glasgow G42 9AY",adhoc,9 Dec 2023,108.0,1.5,
4627,Douglas Ross,The Scottish Football Association,Assistant referee,,"Hampden Park, Glasgow G42 9AY",adhoc,3 Dec 2023,450.0,1.5,
